sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
Lori thinks Craig can't bore himself.,Craig thinks Lori can't bore himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,184.0,,,,
Before I bought my ticket and made train and hotel reservations I'd read a lot of good reviews of that show and I thought it would be a great event to share with friends.,Before I bought my ticket and made train and hotel reservations I'd read a lot of good reviews about that show and I thought it would be a great event to share with friends.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Before I bought my ticket and made train and hotel reservations I'd read a lot of good reviews,of,about,2489.0
"If you need something you have a choice of borrowing it from friends or the library, or buying it.","If you need something you have a choice borrowing it from friends or the library, or buying it.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,If you need something you have a choice,of,,1103.0
It's herself who Beverly will discuss.,It's herself who will discuss Beverly.,syntax_semantics,binding,principle_A_reconstruction,True,False,False,True,892.0,,,,
Galileo isn't lifting this small ox.,Galileo isn't lifting this small oxen.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,665.0,,,,
I would like to go only in July because I have had my holidays booked for that month since last January.,I would like to go only in July because I have had my holidays booked that month since last January.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I would like to go only in July because I have had my holidays booked,for,,1254.0
Theodore had lifted this rough cactus.,Theodore had lifted these rough cactus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,147.0,,,,
There wasn't a computer worrying Carla.,There wasn't every computer worrying Carla.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,842.0,,,,
The painting of most stairs does disappear.,The painting of most stairs do disappear.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,185.0,,,,
Alexander breaks this clean glass.,Alexander breaks these clean glass.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,247.0,,,,
The alumnus was firing Carla.,The alumni was firing Carla.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,32.0,,,,
Thomas hadn't irritated himself.,Thomas hadn't irritated herself.,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,283.0,,,,
Hospitals would not ever work hard.,Hospitals would fortunately ever work hard.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,665.0,,,,
Robert has kissed this person.,Robert has kissed these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,359.0,,,,
It has allowed me to worry about other things in my life.,It has allowed me to worry about other things of my life.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,It has allowed me to worry about other things,in,of,1078.0
The friends of Ruth weren't hugging Scott.,The friends of Ruth wasn't hugging Scott.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,528.0,,,,
Alexander hasn't thought about himself buying the book.,Alexander hasn't thought about himself buys the book.,syntax/semantics,binding,principle_A_case_2,True,True,False,False,318.0,,,,
The men have researched some essay.,The man have researched some essay.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,752.0,,,,
Every paralysis wasn't confusing Stacey.,Every paralysis weren't confusing Stacey.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,89.0,,,,
Becky shouldn't figure out that the adults won't know some dancers.,Becky shouldn't figure out who the adults won't know some dancers.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,731.0,,,,
Only these couches ever drop.,Even these couches ever drop.,semantics,npi_licensing,only_npi_licensor_present,True,False,True,False,697.0,,,,
Caroline isn't visiting this child.,Caroline isn't visiting these child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,86.0,,,,
No commentary was bothering more than three cashiers.,No commentary was bothering at least three cashiers.,semantics,quantifiers,superlative_quantifiers_1,True,False,False,False,976.0,,,,
These pedestrians are biking to this new mall.,These pedestrians are biking to this new malls.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,324.0,,,,
David's sisters complained about five exposed girls and Andrea's ex-girlfriends complained about four.,David's sisters complained about five girls and Andrea's ex-girlfriends complained about four exposed.,syntax,ellipsis,ellipsis_n_bar_1,True,False,False,False,846.0,,,,
Kevin does investigate who all associations weren't talking to.,Kevin does investigate that all associations weren't talking to.,syntax,filler_gap_dependency,wh_vs_that_with_gap,True,False,False,False,518.0,,,,
A lot of icicles had alarmed that hidden woman.,A lot of icicles had alarmed those hidden woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,817.0,,,,
The guests care for these guys.,The guests care for these guy.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,823.0,,,,
Nobody in the shop came with us to help.,Nobody at the shop came with us to help.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Nobody,in,at,2396.0
Mitchell might care for this child.,Mitchell might care for these child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,791.0,,,,
Daniel has insulted Bethany.,Daniel have insulted Bethany.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,557.0,,,,
These teachers lift this exposed goose.,These teachers lift these exposed goose.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,804.0,,,,
Tanya has thought about Wayne.,A mirror has thought about Wayne.,syntax,s-selection,animate_subject_trans,True,False,True,False,826.0,,,,
"I am writing to you first of all to thank you for the excellent programme that you have given us for the trip to London, especially for planning a visit to the science museum, which we believe is going to be very interesting.","I am writing to you first of all to thank you about the excellent programme that you have given us for the trip to London, especially for planning a visit to the science museum, which we believe is going to be very interesting.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I am writing to you first of all to thank you,for,about,460.0
The alumni haven't slumped over.,The alumnus haven't slumped over.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,309.0,,,,
Scott has stunned Dennis.,Scott have stunned Dennis.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,351.0,,,,
The men hide these mice.,The men hide this mice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,678.0,,,,
The hypothesis is worrying Stacy.,The hypotheses is worrying Stacy.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,562.0,,,,
Most students scare those doctors.,Most students scare that doctors.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,178.0,,,,
This lady was described by Colleen.,This lady was waved by Colleen.,syntax,argument_structure,passive_1,True,False,False,False,871.0,,,,
The alumni aren't questioning Winston Churchill.,The alumnus aren't questioning Winston Churchill.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,615.0,,,,
Larry cures this sick driver.,Larry cures these sick driver.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,54.0,,,,
Waitresses admire that louse.,Waitresses admire that lice.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,933.0,,,,
That waiter can visit at most three mountains.,No waiter can visit at most three mountains.,semantics,quantifiers,superlative_quantifiers_2,True,False,True,False,512.0,,,,
Frank hides these turtles.,Frank hides this turtles.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,751.0,,,,
Do you have any idea what the weather is going to be like?,Do you have any idea what the weather is going to be?,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,Do you have any idea what the weather is going to be,like,,1242.0
You ought to know that it is possible for me to go there only in July because I'm going to work the whole of August.,You ought to know that it is possible for me to go there only in July because I'm going to work the whole August.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,You ought to know that it is possible for me to go there only in July because I'm going to work the whole,of,,180.0
Those students argue about this serious adult.,Those students argue about this serious adults.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,167.0,,,,
No lady is returning to more than four girls.,No lady is returning to at least four girls.,semantics,quantifiers,superlative_quantifiers_1,True,False,False,False,496.0,,,,
"I am very happy about winning the first prize in your competition and I am glad to tell you that I am planning to go, but I can only travel in July because I have to work until the end of June.","I am very happy for winning the first prize in your competition and I am glad to tell you that I am planning to go, but I can only travel in July because I have to work until the end of June.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I am very happy,about,for,2743.0
The syntheses aren't astounding some waiter.,The syntheses isn't astounding some waiter.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,294.0,,,,
Students had examined this hard book.,Students had examined this hard books.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,665.0,,,,
This hospital isn't admiring those actors.,This pie isn't admiring those actors.,syntax,s-selection,animate_subject_trans,True,False,True,False,774.0,,,,
I realize that managing a theatre is hard work but I have to ask you for the money for the tickets back.,I realize that managing a theatre is hard work but I have to ask you the money for the tickets back.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I realize that managing a theatre is hard work but I have to ask you,for,,109.0
Every customer had seen that thesis.,Every customer had seen that theses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,975.0,,,,
Theresa revealed that cashier.,Theresa revealed those cashier.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,35.0,,,,
The blouses unfold.,The blouse unfold.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,202.0,,,,
These teachers escape from those restaurants.,These teachers escape from those restaurant.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,110.0,,,,
Write to me soon to tell me your thoughts about what happened to me.,Write me soon to tell me your thoughts about what happened to me.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,Write,to,,1005.0
A lot of adults help that guy.,A lot of adults help that guys.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,93.0,,,,
There wasn't a brother of Denise crying.,There wasn't each brother of Denise crying.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,185.0,,,,
Patrick hasn't distracted that sick lady.,Patrick hasn't distracted those sick lady.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,356.0,,,,
Ella returned to that child.,Ella returned to those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,399.0,,,,
Lice escape.,Lice escapes.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,491.0,,,,
Amelia's ex-wives were left by Cynthia.,Amelia's ex-wives were worked hard by Cynthia.,syntax,argument_structure,passive_1,True,False,False,False,512.0,,,,
Grace isn't returning to those hidden boys.,Grace isn't returning to that hidden boys.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,964.0,,,,
Barbara hadn't noticed that green foot.,Barbara hadn't noticed that green feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,805.0,,,,
Eric hid Jeffrey.,Eric gets a job Jeffrey.,syntax,argument_structure,causative,True,False,False,False,945.0,,,,
A bank that stunned the Impressionists does look to wear these shawls.,A bank that stunned the Impressionists do look to wear these shawls.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,775.0,,,,
Only Vincent's sons who Tanya has respected ever fall.,Vincent's sons who only Tanya has respected ever fall.,syntax_semantics,npi_licensing,only_npi_scope,True,False,True,True,509.0,,,,
Eva can't find out who that movie that should win can't sound like.,Eva can't find out that that movie that should win can't sound like.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,True,False,False,False,427.0,,,,
"But when Britney came off the stage, she passed by me, saw my tired face and invited me into her personal dressing room.","But when Britney came out of the stage, she passed by me, saw my tired face and invited me into her personal dressing room.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,But when Britney came,off,out of,2254.0
Only this mother of Maria who Pamela impressed ever sells a lot of bikes.,This mother of Maria who only Pamela impressed ever sells a lot of bikes.,syntax_semantics,npi_licensing,only_npi_scope,True,False,True,True,724.0,,,,
Douglas fired that adult.,Douglas fired those adult.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,999.0,,,,
The people exit these movie theaters.,The people exit these movie theater.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,88.0,,,,
Phillip notices that dress that these governments admire.,Phillip notices what these governments admire that dress.,syntax,filler_gap_dependency,wh_questions_object_gap,True,False,False,False,955.0,,,,
There was a university assembling.,There was each university assembling.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,477.0,,,,
Some doctors boast about those patients.,Some doctors boast about those patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,715.0,,,,
Every cashier had kissed Sally's dermatologist.,Every cashier had cried Sally's dermatologist.,syntax,argument_structure,transitive,True,False,True,False,466.0,,,,
That cake could annoy these uncertain men.,That cake could annoy this uncertain men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,695.0,,,,
Some steak wasn't scorching.,Some steak wasn't lifting.,syntax,argument_structure,inchoative,True,False,False,False,877.0,,,,
Phillip hadn't worn that coat.,Phillip hadn't worn those coat.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,87.0,,,,
Alan had cleaned that plate.,Alan had cleaned that plates.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,334.0,,,,
Dawn shouldn't think that gates have upset her.,Dawn shouldn't think that gates have upset herself.,syntax_semantics,binding,principle_A_domain_1,True,True,False,False,439.0,,,,
The students were bringing sweaters.,The student were bringing sweaters.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,884.0,,,,
These customers know that some teacher that leaves kissed Chad.,These customers know who some teacher that leaves kissed Chad.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,908.0,,,,
The pamphlets about music have alarmed every pedestrian.,The pamphlets about music has alarmed every pedestrian.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,745.0,,,,
"Maybe it would be a nice idea to analyse these changes and to put limits on technology, because I think that the most important thing is to understand our life and know the ways we can improve it.","Maybe it would be a nice idea to analyse these changes and to put limits to technology, because I think that the most important thing is to understand our life and know the ways we can improve it.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Maybe it would be a nice idea to analyse these changes and to put limits,on,to,2587.0
The dancers realize that many waitresses were going to the lake.,The dancers realize what many waitresses were going to the lake.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,165.0,,,,
He has lived for nearly 10 000 years.,He has lived nearly 10 000 years.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,He has lived,for,,1113.0
Erin can't explain that Russell could conceal her.,Erin can't explain that Russell could conceal herself.,syntax_semantics,binding,principle_A_domain_1,True,True,False,False,929.0,,,,
Only Christine's brother who Keith was irritating ever singing.,Christine's brother who only Keith was irritating ever singing.,syntax_semantics,npi_licensing,only_npi_scope,True,False,True,True,903.0,,,,
Sheila hasn't forgotten that dancer.,Sheila hasn't forgotten that dancers.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,171.0,,,,
Some companies were investigated.,Some companies were negotiated.,syntax,argument_structure,passive_2,True,False,False,False,340.0,,,,
Melissa had talked about these white theses.,Melissa had talked about this white theses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,70.0,,,,
Cashiers should upset these students.,Cashiers should upset this students.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,967.0,,,,
All ladies can go to this popular movie theater.,All ladies can go to these popular movie theater.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,469.0,,,,
The alumni are debating.,The alumnus are debating.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,927.0,,,,
"I would say the simplest way is to give lessons to pupils, for example, in maths or English.","I would say the simplest way is to give lessons to pupils, for example, maths or English.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"I would say the simplest way is to give lessons to pupils, for example,",in,,1014.0
Most patients weren't likely to grin.,Most patients weren't interesting to grin.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,577.0,,,,
Tamara isn't enjoyable to work with.,Tamara isn't apt to work with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,112.0,,,,
Even Steven did clearly ask Eva to conceal the banks.,Even Steven did ever ask Eva to conceal the banks.,semantics,npi_licensing,npi_present_1,True,True,False,False,869.0,,,,
Many blouses are soaking.,Many blouses are buying.,syntax,argument_structure,inchoative,True,False,False,False,967.0,,,,
Elaine sees John.,Science sees John.,syntax,s-selection,animate_subject_trans,True,False,True,False,628.0,,,,
The books are disagreeing with this person.,The books are disagreeing with these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,573.0,,,,
Pamela's sister wasn't seen.,Pamela's sister wasn't grinned.,syntax,argument_structure,passive_2,True,False,False,False,590.0,,,,
The pedestrians break these teeth.,The pedestrians break this teeth.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,918.0,,,,
The granddaughters of Curtis haven't fixed most couches.,The granddaughters of Curtis hasn't fixed most couches.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,405.0,,,,
Matt hadn't revealed these popular reports.,Matt hadn't revealed this popular reports.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,521.0,,,,
"You have to try to park your car first, and sometimes the car parks are full and after you have parked your car and got into the supermarket the product you wanted has run out so you have to change your plan for dinner or go to another supermarket to face a long queue.","You have to try to park your car first, and sometimes the car parks are full and after you have parked your car and got in the supermarket the product you wanted has run out so you have to change your plan for dinner or go to another supermarket to face a long queue.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"You have to try to park your car first, and sometimes the car parks are full and after you have parked your car and got",into,in,911.0
Kristin cured that old man.,Kristin cured that old men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,234.0,,,,
Lawrence had broken those feet.,Lawrence had broken that feet.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,113.0,,,,
The man remembers the Great Lakes.,The men remembers the Great Lakes.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,973.0,,,,
I ran to my house and went back to my bed to sleep a little bit.,I ran to my house and went back in my bed to sleep a little bit.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I ran to my house and went back,to,in,1309.0
"In a hundred years, the clothes will certainly be totally different from ours.","In a hundred years, the clothes will certainly be totally different than ours.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"In a hundred years, the clothes will certainly be totally different",from,than,230.0
"At that time, it was closed because it had been being repaired.","In that time, it was closed because it had been being repaired.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,,At,In,1117.0
Jill finds this hidden bird.,Jill finds these hidden bird.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,62.0,,,,
Some fungus embarrasses all teenagers.,Some fungus embarrass all teenagers.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,546.0,,,,
"Secondly, I would like to stay in log cabins which would have a good smell of nature in them.","Secondly, I would like to stay at log cabins which would have a good smell of nature in them.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"Secondly, I would like to stay",in,at,1393.0
Anna hasn't researched this bank that does work with Danielle.,Anna hasn't researched who this bank does work with Danielle.,syntax,filler_gap_dependency,wh_questions_subject_gap,True,False,False,False,772.0,,,,
Donna doesn't boast about those lost reports.,Donna doesn't boast about that lost reports.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,574.0,,,,
"When I have received the photos I took, I will write to you again to give them to you.","When I have received the photos I took, I will write you again to give them to you.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"When I have received the photos I took, I will write",to,,437.0
Noah can reveal that the lake distracts Jacqueline.,Noah can reveal who the lake distracts Jacqueline.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,588.0,,,,
The actress sneezes.,The actresses sneezes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,952.0,,,,
This blouse impressed this committee.,This blouse impressed these committee.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,675.0,,,,
Those ladies who didn't find Cheryl aren't arguing about Brian.,Those ladies who didn't find Cheryl isn't arguing about Brian.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,890.0,,,,
Wayne is concealing that lost blouse.,Wayne is concealing those lost blouse.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,665.0,,,,
I think that it will be nice for the end - of - conference party if you invite somebody to sing and give the students the time to enjoy themselves and to dance.,I think that it will be nice for the end - of - conference party if you invite somebody to sing and give to the students the time to enjoy themselves and to dance.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,I think that it will be nice for the end - of - conference party if you invite somebody to sing and give,,to,1002.0
The pies did alarm these students.,The pies did alarm these student.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,631.0,,,,
Some child hasn't bored April.,Some child haven't bored April.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,651.0,,,,
Valerie says Gary appreciates himself.,Gary says Valerie appreciates himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,235.0,,,,
I went to the international arts festival which you organized.,I went the international arts festival which you organized.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I went,to,,1063.0
Carol wasn't returning to these displeased people.,Carol wasn't returning to these displeased person.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,776.0,,,,
Ellen wasn't investigating.,Ellen wasn't complaining about.,syntax,argument_structure,drop_argument,True,False,False,False,714.0,,,,
These tomatoes shock these dancers.,These tomatoes shock these dancer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,61.0,,,,
George is alarmed.,George is grinned.,syntax,argument_structure,passive_2,True,False,False,False,817.0,,,,
"Regarding the accommodation at camp, I prefer the log cabins, because a few years go, I went camping with some friends and every night it rained and in the tent it was impossible to sleep because the ground was so wet. So for this reason, I choose the log cabins.","Regarding the accommodation at camp, I prefer in the log cabins, because a few years go, I went camping with some friends and every night it rained and in the tent it was impossible to sleep because the ground was so wet. So for this reason, I choose the log cabins.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,"Regarding the accommodation at camp, I prefer",,in,596.0
I would like to travel in July because I will have holidays in that month.,I would like to travel July because I will have holidays in that month.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I would like to travel,in,,319.0
Holly hasn't cared for these men.,Holly hasn't cared for this men.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,135.0,,,,
Bethany upset two white banks and those high schools upset three.,Bethany upset two banks and those high schools upset three white.,syntax,ellipsis,ellipsis_n_bar_1,True,False,False,False,640.0,,,,
Nicole imagines Scott can conceal himself.,Scott imagines Nicole can conceal himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,839.0,,,,
We went swimming.,We went for swimming.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,We went,,for,298.0
Those universities aren't finding it to be unfortunate that some mirror shatters.,Those universities shouldn't pressure it to be unfortunate that some mirror shatters.,syntax_semantics,control_raising,expletive_it_object_raising,True,False,True,False,222.0,,,,
Chad was astounding those guys.,Chad was astounding that guys.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,860.0,,,,
Some mother of Caroline is yawning.,Some mother of Caroline is arriving at.,syntax,argument_structure,intransitive,True,False,False,False,105.0,,,,
Patrick would wash.,Patrick would fire.,syntax,argument_structure,inchoative,True,False,False,False,77.0,,,,
Many committees respect Eva.,Many committees respects Eva.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,669.0,,,,
Andrea tours rivers.,Andrea tour rivers.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,511.0,,,,
Christine wouldn't conceal this lost stimulus.,Christine wouldn't conceal these lost stimulus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,406.0,,,,
Linda has fixed all bikes.,Some gate has fixed all bikes.,syntax,s-selection,animate_subject_trans,True,False,True,False,591.0,,,,
The women boast.,The woman boast.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,757.0,,,,
"Firstly, I can travel only in July because I'm studying at college until the end of June and in August I'm travelling to Greece for one month.","Firstly, I can travel only in July because I'm studying at college until the end of June and in August I'm travelling Greece for one month.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"Firstly, I can travel only in July because I'm studying at college until the end of June and in August I'm travelling",to,,402.0
All governments are confusing a hospital.,All governments is confusing a hospital.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,364.0,,,,
Who was Naomi referencing while fleeing from Brenda?,Who was Naomi referencing Brenda while fleeing from?,syntax,island_effects,adjunct_island,True,False,False,True,822.0,,,,
Janice is about to laugh.,Janice is annoying to laugh.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,841.0,,,,
Every teacher wasn't there urging Emily's boyfriend to speak up.,There wasn't every teacher urging Emily's boyfriend to speak up.,semantics,quantifiers,existential_there_quantifiers_2,True,False,False,False,660.0,,,,
"Furthermore, as mathematics is the main lesson in the morning, we ought to film at a time when we are in the maths class.","Furthermore, as mathematics is the main lesson in the morning, we ought to film a time when we are in the maths class.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"Furthermore, as mathematics is the main lesson in the morning, we ought to film",at,,810.0
Sharon has broken these yellow cups.,Sharon has broken these yellow cup.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,472.0,,,,
"I like Danny Brook very much, and his unexpected absence caused me great sadness.","I like Danny Brook very much, and his unexpected absence caused on me great sadness.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,"I like Danny Brook very much, and his unexpected absence caused",,on,765.0
Wendy drove to this college campus.,Wendy drove to this college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,861.0,,,,
Christopher observes Tina.,Christopher observe Tina.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,194.0,,,,
The broken dish was white.,The broke dish was white.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,995.0,,,,
Many documentaries were stunning Maria.,Many documentaries was stunning Maria.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,102.0,,,,
Every guest hasn't lifted those lost dishes.,Every guest hasn't lifted those lost dish.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,85.0,,,,
There is a person annoying Phillip.,There is each person annoying Phillip.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,990.0,,,,
Most waiters love these documentaries.,Most waiters love these documentary.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,739.0,,,,
The coat has wrinkled.,The coats has wrinkled.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,561.0,,,,
All media irritate Roger.,All media irritates Roger.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,236.0,,,,
