text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs
"I would like to answer your questions. Please note that I can travel only in July because only then can I take holidays from my work, after the busy time in the months of May and June.",G,Preposition_Replacing,PREP,"{'G': 2.57421875, 'PREP': 3.427734375, 'DET': -4.48046875, 'SVA': -4.05078125}"
"Because I would like to stay somewhere which differs from my home and everyday comforts, during these two weeks.",G,Preposition_Replacing,PREP,"{'G': 2.5234375, 'PREP': 3.400390625, 'DET': -4.1328125, 'SVA': -4.2421875}"
"Finally, I am wondering how much money I need for myself and what kind of clothes I need.",G,Preposition_Unnecessary,PREP,"{'G': 2.43359375, 'PREP': 3.4921875, 'DET': -4.28515625, 'SVA': -4.0703125}"
A lot of women would never agree with me and almost all the men in the world would never believe that in my opinion shopping is really not always enjoyable.,G,Preposition_Replacing,PREP,"{'G': 2.662109375, 'PREP': 3.310546875, 'DET': -4.421875, 'SVA': -4.15625}"
"One day when they all sat down at the kitchen table to have their lunch Pat said,",G,Preposition_Unnecessary,PREP,"{'G': 2.578125, 'PREP': 3.427734375, 'DET': -4.55859375, 'SVA': -4.0}"
"The next morning when I got to the high school I heard what I wasn't expecting, Pat had told everybody about my first experience of kissing.",G,Preposition_Replacing,PREP,"{'G': 2.5703125, 'PREP': 3.43359375, 'DET': -4.56640625, 'SVA': -3.998046875}"
"When I was in high school, I joined the swimming club.",G,Preposition_Unnecessary,PREP,"{'G': 2.82421875, 'PREP': 3.2578125, 'DET': -4.72265625, 'SVA': -4.06640625}"
Modern technology helps me when I do my homework and play some games etc.,G,Preposition_Unnecessary,PREP,"{'G': 2.48046875, 'PREP': 3.44921875, 'DET': -4.08984375, 'SVA': -4.25390625}"
"Of course, it was my fault. I should have known better but I had to tell someone.",G,Preposition_Unnecessary,PREP,"{'G': 2.640625, 'PREP': 3.37890625, 'DET': -4.53125, 'SVA': -4.0625}"
She didn't tell me but when I came to the class everybody was looking at me and this boy as well.,G,Preposition_Replacing,PREP,"{'G': 2.724609375, 'PREP': 3.2890625, 'DET': -4.40625, 'SVA': -4.203125}"
Now I want to explain about the problems.,G,Preposition_Missing,PREP,"{'G': 2.55078125, 'PREP': 3.4296875, 'DET': -4.43359375, 'SVA': -4.05859375}"
"If you think of the future you might think of faster and better machines, advanced technology or a better life.",G,Preposition_Replacing,PREP,"{'G': 2.443359375, 'PREP': 3.466796875, 'DET': -4.16015625, 'SVA': -4.16796875}"
"I am writing to you because I have some suggestions for next year's festival, and if it is possible I would like to give you some opinions about this year's festival.",G,Preposition_Replacing,PREP,"{'G': 2.609375, 'PREP': 3.40234375, 'DET': -4.61328125, 'SVA': -3.982421875}"
"I think that you won't forget, & will write to me soon.",G,Preposition_Missing,PREP,"{'G': 2.826171875, 'PREP': 3.2265625, 'DET': -4.62890625, 'SVA': -4.1171875}"
I must ask you for my money back.,G,Preposition_Replacing,PREP,"{'G': 1.939453125, 'PREP': 3.6015625, 'DET': -3.2890625, 'SVA': -4.2421875}"
"These days, many kinds of pollution have been caused by our modern lifestyle.",G,Preposition_Unnecessary,PREP,"{'G': 2.4921875, 'PREP': 3.443359375, 'DET': -4.41796875, 'SVA': -3.990234375}"
"We went there 3 years ago and I was only 19 years old and as everyone knows the age of majority, when you are able to go out in the USA, is 21 years old.",G,Preposition_Unnecessary,PREP,"{'G': 2.5625, 'PREP': 3.431640625, 'DET': -4.515625, 'SVA': -4.01171875}"
"They were giving two concerts, one on Friday and the other one on Saturday. They invited me to go on Friday.",G,Preposition_Replacing,PREP,"{'G': 2.21484375, 'PREP': 3.58203125, 'DET': -3.94921875, 'SVA': -4.09765625}"
Today I am going to write about the experience of helping at a pop concert I went to last month. I have got a lot of things to talk about.,G,Preposition_Replacing,PREP,"{'G': 2.6796875, 'PREP': 3.359375, 'DET': -4.59765625, 'SVA': -4.06640625}"
"Now, Sally and I are married, have three children, a marvellous house and both of us are working for a big company.",G,Preposition_Replacing,PREP,"{'G': 2.55078125, 'PREP': 3.4140625, 'DET': -4.32421875, 'SVA': -4.1328125}"
Now a question from me to you : is it possible to pay for the different things by credit card?,G,Preposition_Missing,PREP,"{'G': 2.5078125, 'PREP': 3.453125, 'DET': -4.47265625, 'SVA': -4.0078125}"
He and his friends got into trouble because of this habit last week.,G,Preposition_Replacing,PREP,"{'G': 2.302734375, 'PREP': 3.5546875, 'DET': -4.1484375, 'SVA': -4.046875}"
"Therefore I am thinking of selling my car, which has changed my life over the last 10 years, which has given me a kind of freedom, which has gone with me to all sorts of fantastic places, and changed my life for a new life : without a car.",G,Preposition_Replacing,PREP,"{'G': 2.525390625, 'PREP': 3.453125, 'DET': -4.453125, 'SVA': -4.04296875}"
We can also do our shopping quickly after sightseeing in London.,G,Preposition_Replacing,PREP,"{'G': 3.015625, 'PREP': 3.0390625, 'DET': -4.6875, 'SVA': -4.19921875}"
I have received your letter dated the 12th of June 2001.,G,Preposition_Unnecessary,PREP,"{'G': 2.671875, 'PREP': 3.345703125, 'DET': -4.421875, 'SVA': -4.15625}"
We found the solution to this desperate situation - to say nothing to anybody.,G,Preposition_Replacing,PREP,"{'G': 2.779296875, 'PREP': 3.2421875, 'DET': -4.6328125, 'SVA': -4.1015625}"
"In spite of the fact that I told her to keep it a secret, she went to my cousin's house and retold exactly what I had told her.",G,Preposition_Unnecessary,PREP,"{'G': 2.748046875, 'PREP': 3.30859375, 'DET': -4.6640625, 'SVA': -4.05859375}"
We were mainly working on all the lights at this great concert.,G,Preposition_Unnecessary,PREP,"{'G': 2.275390625, 'PREP': 3.568359375, 'DET': -3.99609375, 'SVA': -4.13671875}"
"I found pop music so wonderful, it changed my opinion that classical music is always best.",G,Preposition_Unnecessary,PREP,"{'G': 2.490234375, 'PREP': 3.4375, 'DET': -4.15625, 'SVA': -4.19921875}"
I wondered why I made the mistake of inviting Pat.,G,Preposition_Missing,PREP,"{'G': 2.634765625, 'PREP': 3.39453125, 'DET': -4.60546875, 'SVA': -4.0}"
I'm writing to you because I have an important thing to tell you.,G,Preposition_Missing,PREP,"{'G': 2.841796875, 'PREP': 3.21484375, 'DET': -4.6484375, 'SVA': -4.1171875}"
"I live in Greece, and to be exact on an island, so I know very well what summer means.",G,Preposition_Replacing,PREP,"{'G': 2.404296875, 'PREP': 3.521484375, 'DET': -4.35546875, 'SVA': -3.99609375}"
I arrived in Ireland on 2nd July.,G,Preposition_Replacing,PREP,"{'G': 2.158203125, 'PREP': 3.615234375, 'DET': -4.13671875, 'SVA': -3.89453125}"
"First of all, I'll tell you that on the day of the concert I woke up at 6:30 a.m., very early for me. You know me, I'm lazy. The work began around 8:30. It was very hard but then the band came to rehearse. From that moment I enjoyed working until the concert had finished. The atmosphere was wonderful, the musicians were very kind to everyone who was working because they understood that putting on a concert is a job to be done by a team.",G,Preposition_Replacing,PREP,"{'G': 2.580078125, 'PREP': 3.423828125, 'DET': -4.47265625, 'SVA': -4.0703125}"
As this is a special conference you could wear your own national dress to represent your country.,G,Preposition_Unnecessary,PREP,"{'G': 2.58984375, 'PREP': 3.39453125, 'DET': -4.42578125, 'SVA': -4.10546875}"
"I am writing to tell you about my experience at the pop concert last month, where I was helping my friend Nick, who was the bouncer at the venue.",G,Preposition_Replacing,PREP,"{'G': 2.72265625, 'PREP': 3.330078125, 'DET': -4.6796875, 'SVA': -4.01953125}"
"First, all the students and I would like to thank you for this great idea of a trip to London for three days.",G,Preposition_Replacing,PREP,"{'G': 2.6015625, 'PREP': 3.3984375, 'DET': -4.5703125, 'SVA': -4.00390625}"
I would be grateful if you could consider my opinion.,G,Preposition_Unnecessary,PREP,"{'G': 2.556640625, 'PREP': 3.302734375, 'DET': -3.845703125, 'SVA': -4.4453125}"
Therefore I regard the Internet as quite a powerful tool and I believe it has given more strength to relationships between people.,G,Preposition_Replacing,PREP,"{'G': 2.517578125, 'PREP': 3.458984375, 'DET': -4.4140625, 'SVA': -4.0625}"
"With reference to the date, I can only go in July, as I'm going off on holiday in August, and I start university in September.",G,Preposition_Replacing,PREP,"{'G': 2.4375, 'PREP': 3.498046875, 'DET': -4.33203125, 'SVA': -4.0390625}"
"I knew I would not come to this world again, everyone has only one chance to do whatever they want",G,Preposition_Missing,PREP,"{'G': 2.513671875, 'PREP': 3.455078125, 'DET': -4.3828125, 'SVA': -4.07421875}"
But at golf I am a beginner.,G,Preposition_Replacing,PREP,"{'G': 2.3984375, 'PREP': 3.525390625, 'DET': -4.37109375, 'SVA': -3.986328125}"
"During the concert I listened to the band like everybody else, besides I earned money, so it was a wonderful experience.",G,Preposition_Missing,PREP,"{'G': 2.890625, 'PREP': 3.189453125, 'DET': -4.74609375, 'SVA': -4.09765625}"
"As for your questions, I am free to travel only in July because I will have my holiday after finishing the exams.",G,Preposition_Missing,PREP,"{'G': 2.515625, 'PREP': 3.451171875, 'DET': -4.48046875, 'SVA': -4.00390625}"
So we can imagine the Future Fashion might be pleasant or unpleasant for different people.,G,Preposition_Unnecessary,PREP,"{'G': 2.927734375, 'PREP': 3.080078125, 'DET': -4.6171875, 'SVA': -4.15625}"
"After that, I go to the sofa to watch TV.",G,Preposition_Unnecessary,PREP,"{'G': 2.734375, 'PREP': 3.3125, 'DET': -4.625, 'SVA': -4.07421875}"
It was so boring to wait for the show in a noisy and hot theatre.,G,Preposition_Missing,PREP,"{'G': 2.529296875, 'PREP': 3.443359375, 'DET': -4.2734375, 'SVA': -4.171875}"
"More than that, the restaurant was closed because it was under repair.",G,Preposition_Replacing,PREP,"{'G': 2.77734375, 'PREP': 3.279296875, 'DET': -4.58984375, 'SVA': -4.1328125}"
"So, I have some opinions about this, which I would like to tell.",G,Preposition_Replacing,PREP,"{'G': 2.65234375, 'PREP': 3.376953125, 'DET': -4.55078125, 'SVA': -4.05859375}"
"We have planned a barbecue for 5 oo pm on our most idyllic playing field, which overlooks the endless Countryside and farms.",G,Preposition_Replacing,PREP,"{'G': 2.84765625, 'PREP': 3.220703125, 'DET': -4.60546875, 'SVA': -4.171875}"
"However, after the appearance of the Internet, I send e - mail to my friends.",G,Preposition_Missing,PREP,"{'G': 2.556640625, 'PREP': 3.443359375, 'DET': -4.52734375, 'SVA': -4.0078125}"
"However, to have your photo taken and shown on television and in the newspapers increases your popularity.",G,Preposition_Missing,PREP,"{'G': 2.4765625, 'PREP': 3.46875, 'DET': -4.34765625, 'SVA': -4.05859375}"
"The principal reason I'm writing to you at the moment is that I want my money back, because I felt so disappointed with the theatre and also with the play.",G,Preposition_Missing,PREP,"{'G': 2.724609375, 'PREP': 3.330078125, 'DET': -4.59765625, 'SVA': -4.09375}"
I miss waiting for the postman every morning.,G,Preposition_Missing,PREP,"{'G': 2.875, 'PREP': 3.19140625, 'DET': -4.71484375, 'SVA': -4.11328125}"
"With reference to our trip to London, on behalf of all of us, the English class in this college, we would like to thank you for your special attention in organising a good programme to learn about the interesting and cultural places in London.",G,Preposition_Replacing,PREP,"{'G': 2.6328125, 'PREP': 3.37890625, 'DET': -4.51953125, 'SVA': -4.07421875}"
"I like a lot on your list of sports possibilities. However, I will choose swimming.",G,Preposition_Replacing,PREP,"{'G': 2.51171875, 'PREP': 3.46484375, 'DET': -4.39453125, 'SVA': -4.05859375}"
"I arrived in Paris on New Year's Eve 2000 without a place to stay, not speaking any French, alone and with a small amount of money.",G,Preposition_Replacing,PREP,"{'G': 2.48046875, 'PREP': 3.48046875, 'DET': -4.4609375, 'SVA': -3.986328125}"
"Finally, if I were you I would go shopping in the City Centre in your last hours.",G,Preposition_Replacing,PREP,"{'G': 2.529296875, 'PREP': 3.44921875, 'DET': -4.4609375, 'SVA': -4.03125}"
The prices that our travel agency confirmed for us were not the same as the ones charged at the theatre. We asked for our special discount for being students of less than eighteen years but we only obtained a rude answer from the woman who sold the tickets.,G,Preposition_Replacing,PREP,"{'G': 3.015625, 'PREP': 3.041015625, 'DET': -4.81640625, 'SVA': -4.08203125}"
To have a private life is the natural desire of everyone and the famous film stars and politicians have a right to one.,G,Preposition_Replacing,PREP,"{'G': 2.6015625, 'PREP': 3.41015625, 'DET': -4.4921875, 'SVA': -4.07421875}"
"Unfortunately, Pat wasn't very good at keeping secrets and so his whole school knew about Sara's experience.",G,Preposition_Replacing,PREP,"{'G': 3.01171875, 'PREP': 3.060546875, 'DET': -4.72265625, 'SVA': -4.1640625}"
He was able to make different objects out of wood.,G,Preposition_Replacing,PREP,"{'G': 2.115234375, 'PREP': 3.50390625, 'DET': -3.404296875, 'SVA': -4.31640625}"
He was just able to kill it by cutting the snake in half by using his knife which was as sharp as a sickle.,G,Preposition_Replacing,PREP,"{'G': 2.50390625, 'PREP': 3.474609375, 'DET': -4.4140625, 'SVA': -4.05078125}"
"Science and technology can also be used to produce some materials, e.g. steel or iron, which are used in our buildings. They can make them stronger and hard to destroy.",G,Preposition_Replacing,PREP,"{'G': 2.708984375, 'PREP': 3.30078125, 'DET': -4.4375, 'SVA': -4.171875}"
"The only problem is that as I am a student I can travel only during the holidays, in July. Regarding accommodation I would rather stay in a tent because I have never been camping and I would like to try it.",G,Preposition_Replacing,PREP,"{'G': 2.736328125, 'PREP': 3.31640625, 'DET': -4.66015625, 'SVA': -4.0546875}"
"Last summer, I was spending my holidays in a little village on the southern coast of Spain with my friend Pat.",G,Preposition_Replacing,PREP,"{'G': 2.556640625, 'PREP': 3.4375, 'DET': -4.484375, 'SVA': -4.0390625}"
"I have some problems with my kidneys, so I can't stay in one of the tents, and also it must be very comfortable staying in a log cabin.",G,Preposition_Missing,PREP,"{'G': 2.5390625, 'PREP': 3.451171875, 'DET': -4.42578125, 'SVA': -4.0625}"
"Well, as you ask, I will tell you I would like to travel as soon as July begins, I'm going to be able only to travel in that month because of my job responsibilities.",G,Preposition_Missing,PREP,"{'G': 2.65234375, 'PREP': 3.359375, 'DET': -4.62109375, 'SVA': -4.0078125}"
"I can sleep in a tent, it would remind me of a good time which I had with my friends a few years ago. I'm not scared of darkness, rain, cold or hot weather.",G,Preposition_Missing,PREP,"{'G': 2.513671875, 'PREP': 3.462890625, 'DET': -4.37109375, 'SVA': -4.08203125}"
It is more comfortable and I am afraid of wild animals.,G,Preposition_Replacing,PREP,"{'G': 2.0546875, 'PREP': 3.59375, 'DET': -3.482421875, 'SVA': -4.26953125}"
"I like a lot on your list of sports possibilities. However, I will choose swimming.",G,Preposition_Replacing,PREP,"{'G': 2.51171875, 'PREP': 3.46484375, 'DET': -4.39453125, 'SVA': -4.05859375}"
Do I have to bring swimming trunks if I want to swim at the camp?,G,Preposition_Replacing,PREP,"{'G': 2.91796875, 'PREP': 3.15234375, 'DET': -4.69921875, 'SVA': -4.13671875}"
But to add to this I had to join a long queue to get a full - price ticket when I had brought my student card for the purpose of getting the discount which had been advertised but didn't in fact exist.,G,Preposition_Replacing,PREP,"{'G': 2.8125, 'PREP': 3.236328125, 'DET': -4.63671875, 'SVA': -4.1171875}"
I have recently been to London on holiday so I decided to spend my free time going to the musical show you were advertising.,G,Preposition_Unnecessary,PREP,"{'G': 2.423828125, 'PREP': 3.4921875, 'DET': -4.203125, 'SVA': -4.125}"
"I am good at those two activities, because I go to the sea every weekend.",G,Preposition_Replacing,PREP,"{'G': 2.470703125, 'PREP': 3.490234375, 'DET': -4.3203125, 'SVA': -4.09375}"
"Firstly, I would like to explain to you what the problem is.",G,Preposition_Missing,PREP,"{'G': 2.5546875, 'PREP': 3.421875, 'DET': -4.51953125, 'SVA': -4.0078125}"
"And last, the most disappointing thing, the advertisement also said that Danny Brook would be there, my favourite actor, but there was someone else instead of him.",G,Preposition_Unnecessary,PREP,"{'G': 2.75, 'PREP': 3.298828125, 'DET': -4.66015625, 'SVA': -4.06640625}"
"Please could you inform me what you mean when you say all the accommodation is paid for : is that including food and drinks, so that I know how much money I have to bring with me, and what kind of weather it is during this period of the year so that I know what kind of clothes I have to take.",G,Preposition_Missing,PREP,"{'G': 2.4921875, 'PREP': 3.45703125, 'DET': -4.4140625, 'SVA': -4.03125}"
"Looking back to the past, I can see how big a difference there is between the life of my grandparents and mine.",G,Preposition_Replacing,PREP,"{'G': 2.353515625, 'PREP': 3.537109375, 'DET': -4.19921875, 'SVA': -4.06640625}"
It's good to walk around looking at all the new things in the stores.,G,Preposition_Missing,PREP,"{'G': 2.37890625, 'PREP': 3.50390625, 'DET': -4.16796875, 'SVA': -4.11328125}"
"2. Photography because in my free time I take some pictures of people, countryside, -- -",G,Preposition_Replacing,PREP,"{'G': 2.421875, 'PREP': 3.51171875, 'DET': -4.27734375, 'SVA': -4.07421875}"
I accepted them but I was very angry with Pat.,G,Preposition_Replacing,PREP,"{'G': 2.90234375, 'PREP': 3.140625, 'DET': -4.609375, 'SVA': -4.171875}"
"I am writing in reply to your letter, which I received last week, and in fact I am very surprised and pleased with the prize.",G,Preposition_Replacing,PREP,"{'G': 2.55078125, 'PREP': 3.44140625, 'DET': -4.5390625, 'SVA': -3.986328125}"
Please write to me with your answer as quickly as possible.,G,Preposition_Missing,PREP,"{'G': 2.423828125, 'PREP': 3.453125, 'DET': -4.05859375, 'SVA': -4.22265625}"
We could play for hours and hours without seeing an adult or any other children from the village.,G,Preposition_Missing,PREP,"{'G': 2.42578125, 'PREP': 3.490234375, 'DET': -4.18359375, 'SVA': -4.13671875}"
"I like Danny Brook very much, and his unexpected absence caused me great sadness.",G,Preposition_Unnecessary,PREP,"{'G': 2.736328125, 'PREP': 3.25390625, 'DET': -4.23828125, 'SVA': -4.31640625}"
I think we should book the Palace Hotel.,G,Preposition_Unnecessary,PREP,"{'G': 2.63671875, 'PREP': 3.390625, 'DET': -4.63671875, 'SVA': -3.962890625}"
I would like to travel in July because it is the perfect time for me to go on holiday because the 12th of July is my birthday.,G,Preposition_Missing,PREP,"{'G': 2.513671875, 'PREP': 3.466796875, 'DET': -4.43359375, 'SVA': -4.0390625}"
How can shopping be enjoyable in this situation!,G,Preposition_Replacing,PREP,"{'G': 2.140625, 'PREP': 3.59765625, 'DET': -3.802734375, 'SVA': -4.1484375}"
"I am writing to tell you about my experience at the pop concert last month, where I was helping my friend Nick, who was the bouncer at the venue.",G,Preposition_Replacing,PREP,"{'G': 2.72265625, 'PREP': 3.330078125, 'DET': -4.6796875, 'SVA': -4.01953125}"
"Hope it will be interesting for you. By the way, are you allowed to smoke in the school?",G,Preposition_Replacing,PREP,"{'G': 2.3671875, 'PREP': 3.521484375, 'DET': -4.24609375, 'SVA': -4.04296875}"
"She would see if it is pretty or not, if it is on sale at another store, we would not buy the dress and we would have to go to the other store to see the other dress, but after seeing all the stores and looking at all the dresses she would decide on the first one we saw.",G,Preposition_Replacing,PREP,"{'G': 2.537109375, 'PREP': 3.451171875, 'DET': -4.4921875, 'SVA': -4.01171875}"
"And regarding the activities, I must choose Photography and Painting because I am not very good at sports and I think I do well at these things.",G,Preposition_Replacing,PREP,"{'G': 2.66796875, 'PREP': 3.35546875, 'DET': -4.5859375, 'SVA': -4.046875}"
"Secondly, I helped them to prepare the clothes and the costumes during the concert. Although I have never worked with clothes and art before, I enjoyed it very much.",G,Preposition_Replacing,PREP,"{'G': 2.61328125, 'PREP': 3.40234375, 'DET': -4.54296875, 'SVA': -4.0390625}"
"For details, look at the map on the next page.",G,Preposition_Replacing,PREP,"{'G': 2.3984375, 'PREP': 3.49609375, 'DET': -4.1875, 'SVA': -4.12109375}"
It sounds like a summer holiday on the coast of Italy.,G,Preposition_Replacing,PREP,"{'G': 2.220703125, 'PREP': 3.587890625, 'DET': -4.15234375, 'SVA': -3.943359375}"
So it can be boring. Give a topic and then discuss it.,G,Preposition_Unnecessary,PREP,"{'G': 2.484375, 'PREP': 3.466796875, 'DET': -4.2890625, 'SVA': -4.1015625}"
"First, about school.",G,Preposition_Unnecessary,PREP,"{'G': 2.552734375, 'PREP': 3.4140625, 'DET': -4.53125, 'SVA': -3.96484375}"
And I think I would love to go in July.,G,Preposition_Replacing,PREP,"{'G': 2.435546875, 'PREP': 3.509765625, 'DET': -4.375, 'SVA': -4.0078125}"
They are wasting time in their life for nothing.,G,Preposition_Replacing,PREP,"{'G': 2.138671875, 'PREP': 3.5859375, 'DET': -3.759765625, 'SVA': -4.1484375}"
"Using the Internet, I can meet people from all around the world without going anywhere.",G,Preposition_Missing,PREP,"{'G': 2.416015625, 'PREP': 3.501953125, 'DET': -4.67578125, 'SVA': -3.75}"
And it is even more difficult to predict what clothes in the future will look like.,G,Preposition_Replacing,PREP,"{'G': 2.404296875, 'PREP': 3.4921875, 'DET': -4.33984375, 'SVA': -3.998046875}"
"Well, we also had to carry all the instruments up onto the stage and, believe me, that was the hardest bit of all.",G,Preposition_Replacing,PREP,"{'G': 2.48046875, 'PREP': 3.47265625, 'DET': -4.46484375, 'SVA': -3.98828125}"
You asked me to choose my accommodation from either tents or cabins.,G,Preposition_Replacing,PREP,"{'G': 2.6484375, 'PREP': 3.2734375, 'DET': -4.19140625, 'SVA': -4.27734375}"
I'm really looking forward to your answers. And I hope to see you soon.,G,Preposition_Replacing,PREP,"{'G': 3.0, 'PREP': 3.048828125, 'DET': -4.609375, 'SVA': -4.2421875}"
But for three days she didn't come home.,G,Preposition_Replacing,PREP,"{'G': 2.408203125, 'PREP': 3.470703125, 'DET': -4.31640625, 'SVA': -3.998046875}"
"I'm sorry to say that I can attend your camp only in July because I just started my new job and I have one month of holiday, which is in July.",G,Preposition_Replacing,PREP,"{'G': 2.5703125, 'PREP': 3.43359375, 'DET': -4.5078125, 'SVA': -4.03515625}"
"But we have to accept that everyone has their private life. For example, when we get married or when a policeman stops us on the highway, we don't want any stranger to notice what is happening to us.",G,Preposition_Unnecessary,PREP,"{'G': 2.626953125, 'PREP': 3.384765625, 'DET': -4.5703125, 'SVA': -4.03515625}"
I wonder if you could explain to me why.,G,Preposition_Missing,PREP,"{'G': 2.513671875, 'PREP': 3.451171875, 'DET': -4.34375, 'SVA': -4.09375}"
"To conclude, I agree that shopping is not always enjoyable.",G,Preposition_Replacing,PREP,"{'G': 2.609375, 'PREP': 3.376953125, 'DET': -4.28515625, 'SVA': -4.22265625}"
"I would like to answer your questions. Please note that I can travel only in July because only then can I take holidays from my work, after the busy time in the months of May and June.",G,Preposition_Unnecessary,PREP,"{'G': 2.57421875, 'PREP': 3.427734375, 'DET': -4.48046875, 'SVA': -4.05078125}"
"I am keen on technology because I believe it should improve our lives, however, I dislike the idea that such a science might fall or have already fallen into wicked hands.",G,Preposition_Replacing,PREP,"{'G': 2.611328125, 'PREP': 3.37890625, 'DET': -4.3828125, 'SVA': -4.14453125}"
"As to tennis I'm the best player in my whole school and, once, I got into the top 10 of my country's tennis players.",G,Preposition_Replacing,PREP,"{'G': 2.634765625, 'PREP': 3.396484375, 'DET': -4.54296875, 'SVA': -4.0703125}"
She hit me and I decided then that I should never speak to her again.,G,Preposition_Replacing,PREP,"{'G': 2.63671875, 'PREP': 3.34765625, 'DET': -4.34375, 'SVA': -4.19140625}"
"Finally, may I ask for some more information?",G,Preposition_Missing,PREP,"{'G': 2.673828125, 'PREP': 3.341796875, 'DET': -4.4453125, 'SVA': -4.15234375}"
"As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class.",G,Preposition_Missing,PREP,"{'G': 2.568359375, 'PREP': 3.400390625, 'DET': -4.375, 'SVA': -4.1328125}"
I've always stayed in tents when I have been on the university camps so I would prefer log cabins at Camp California because it would be a new experience for me and I would also learn how to live in one.,G,Preposition_Replacing,PREP,"{'G': 2.6953125, 'PREP': 3.34765625, 'DET': -4.609375, 'SVA': -4.05859375}"
I am writing to ask for the refund of the £ 55 which I spent on the ticket for that miserable show.,G,Preposition_Missing,PREP,"{'G': 2.60546875, 'PREP': 3.41015625, 'DET': -4.49609375, 'SVA': -4.06640625}"
The worst is when you get home in the evening and find a chair to sit in because your feet are killing you and you realize you have spent all your money without buying the stuff that you need to cook tonight.,G,Preposition_Unnecessary,PREP,"{'G': 2.49609375, 'PREP': 3.47265625, 'DET': -4.375, 'SVA': -4.07421875}"
Of course all the class will take part in this party.,G,Preposition_Replacing,PREP,"{'G': 2.28125, 'PREP': 3.5625, 'DET': -4.33203125, 'SVA': -3.888671875}"
Afterwards we will eat together in a restaurant and we will go to a disco.,G,Preposition_Replacing,PREP,"{'G': 2.896484375, 'PREP': 3.150390625, 'DET': -4.65234375, 'SVA': -4.140625}"
"In order to claim the prize, I would like to travel, if it is possible, in July because I am a student and my summer break is during that month, July.",G,Preposition_Replacing,PREP,"{'G': 2.57421875, 'PREP': 3.427734375, 'DET': -4.56640625, 'SVA': -4.0}"
"First, thank you for your programme.",G,Preposition_Unnecessary,PREP,"{'G': 2.384765625, 'PREP': 3.4921875, 'DET': -4.25390625, 'SVA': -4.046875}"
I would like to travel in July because I finish school in June and I go to Great Britain in August for one month.,G,Preposition_Replacing,PREP,"{'G': 2.46875, 'PREP': 3.48828125, 'DET': -4.4296875, 'SVA': -3.998046875}"
"First of all, I have to say that the advertisement promised something totally different from what I saw there.",G,Preposition_Replacing,PREP,"{'G': 2.560546875, 'PREP': 3.423828125, 'DET': -4.45703125, 'SVA': -4.0546875}"
As you asked me I will tell you about the pop concert last month.,G,Preposition_Unnecessary,PREP,"{'G': 2.78515625, 'PREP': 3.23828125, 'DET': -4.5859375, 'SVA': -4.125}"
When I went to ask for the discount on the ticket at the cashier desk they told me no discount was available.,G,Preposition_Replacing,PREP,"{'G': 2.49609375, 'PREP': 3.462890625, 'DET': -4.27734375, 'SVA': -4.140625}"
"Although the other people in the story are the good ones and suffer from his domination, they are quite poor and empty, not interesting and not well described, meanwhile Anthony is a very interesting and different person, and all his thoughts are told to us by the author.",G,Preposition_Missing,PREP,"{'G': 2.580078125, 'PREP': 3.419921875, 'DET': -4.5390625, 'SVA': -4.01953125}"
"We all think the programme is organised well. In particular we're so keen on the idea of going to the National Art Gallery, to see the work of the greatest painters in the world.",G,Preposition_Replacing,PREP,"{'G': 2.5859375, 'PREP': 3.4296875, 'DET': -4.55078125, 'SVA': -4.0078125}"
"First of all, I would like to travel in July because I have a lot of work to do and my parents wish to see me this month, so if it is possible to arrange the dates that would be very nice.",G,Preposition_Unnecessary,PREP,"{'G': 2.556640625, 'PREP': 3.431640625, 'DET': -4.51953125, 'SVA': -4.00390625}"
"I would choose the month of July, because I'm free at this time from family duties.",G,Preposition_Missing,PREP,"{'G': 2.8046875, 'PREP': 3.279296875, 'DET': -4.70703125, 'SVA': -4.07421875}"
"But when these stores are full of people, crowded, like during the sales, I am sure that the same people who like shopping may think it boring.",G,Preposition_Missing,PREP,"{'G': 2.546875, 'PREP': 3.431640625, 'DET': -4.46484375, 'SVA': -4.04296875}"
"The next thing - I would prefer to spend all the nights in a tent, so I can move it to the place that will suit me best. I like to wake up with a view of mountains, which reminds me of my 5 years' experience of climbing.",G,Preposition_Replacing,PREP,"{'G': 2.52734375, 'PREP': 3.447265625, 'DET': -4.46875, 'SVA': -4.03515625}"
I'm writing this letter to congratulate you on the excellent international arts festival we enjoyed last November.,G,Preposition_Replacing,PREP,"{'G': 2.380859375, 'PREP': 3.513671875, 'DET': -4.13671875, 'SVA': -4.1328125}"
"Last month, Alice and her friends suggested to me that I help at a pop concert.",G,Preposition_Missing,PREP,"{'G': 2.80859375, 'PREP': 3.236328125, 'DET': -4.5078125, 'SVA': -4.19921875}"
"That's so good when you have the money to enjoy it but, apart from that, there are many problems.",G,Preposition_Unnecessary,PREP,"{'G': 2.349609375, 'PREP': 3.51953125, 'DET': -4.11328125, 'SVA': -4.11328125}"
"In our class, we don't have a problem with students who dislike working, because we are all there for the same reasons and nobody wants to stay there for years and years.",G,Preposition_Missing,PREP,"{'G': 2.62890625, 'PREP': 3.384765625, 'DET': -4.59375, 'SVA': -4.0}"
