text,labels,UID,prediction,Probabilities
Feet was confusing every guy.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -0.5439453125, 'PREP': -3.3828125, 'DET': -4.40625, 'SVA': 7.1640625}"
The shoes are unfolding.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.7109375, 'PREP': -2.478515625, 'DET': -3.966796875, 'SVA': -2.607421875}"
A cousin of most waiters don't order Cynthia to bake.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.8291015625, 'PREP': -3.01953125, 'DET': -3.5, 'SVA': 7.63671875}"
It was the worst weekend of the last few years.,G,Preposition_Replacing,PREP,"{'G': 3.357421875, 'PREP': 4.8046875, 'DET': -5.046875, 'SVA': -4.265625}"
This synthesis were boring Martin.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.67578125, 'PREP': -1.96875, 'DET': -3.107421875, 'SVA': 7.51171875}"
Kristen go to the lake.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.1513671875, 'PREP': -2.869140625, 'DET': -4.44921875, 'SVA': 7.37109375}"
Benjamin should lift many malls.,G,animate_subject_trans,G,"{'G': 6.84765625, 'PREP': -2.130859375, 'DET': -4.53125, 'SVA': -2.69921875}"
Walter hadn't hated these fast man.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.31640625, 'PREP': -2.177734375, 'DET': 9.2421875, 'SVA': -3.083984375}"
The guests care for these guy.,DET,determiner_noun_agreement_1,DET,"{'G': -2.41015625, 'PREP': -2.09375, 'DET': 9.28125, 'SVA': -3.064453125}"
I would prefer to go to the Camp on July.,PREP,Preposition_Replacing,G,"{'G': 5.453125, 'PREP': 2.0078125, 'DET': -5.8125, 'SVA': -4.14453125}"
Laurie healed these cat.,DET,determiner_noun_agreement_2,DET,"{'G': -2.546875, 'PREP': -2.126953125, 'DET': 9.3359375, 'SVA': -2.916015625}"
Who do Rebecca's daughters who liked Patricia's bosses complain about?,G,complex_NP_island,G,"{'G': 6.80078125, 'PREP': -1.8955078125, 'DET': -4.875, 'SVA': -2.6484375}"
Tara wasn't argued about by the guests.,G,animate_subject_passive,G,"{'G': 6.83203125, 'PREP': -2.244140625, 'DET': -4.453125, 'SVA': -2.615234375}"
The customers sell this rough fungi.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.74609375, 'PREP': -2.50390625, 'DET': 9.375, 'SVA': -2.404296875}"
"Deep of herself, Alex knew they were lost in the middle of nowhere, but she didn't want to admit it.",PREP,Preposition_Replacing,G,"{'G': 5.7421875, 'PREP': 1.7138671875, 'DET': -5.47265625, 'SVA': -4.4765625}"
Many fungi hasn't stunned Nina.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.677734375, 'PREP': -3.125, 'DET': -2.111328125, 'SVA': 7.69921875}"
"In my opinion, I think you should have this event in the afternoon instead of going shopping and move the shopping slot to the afternoon on Wednesday.",G,Preposition_Unnecessary,PREP,"{'G': 3.423828125, 'PREP': 4.78515625, 'DET': -5.0859375, 'SVA': -4.32421875}"
A lot of children mess up these feet.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.69140625, 'PREP': -2.56640625, 'DET': -3.830078125, 'SVA': -2.544921875}"
The drawing distracts these lucky woman.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.5390625, 'PREP': -2.251953125, 'DET': 9.328125, 'SVA': -2.8125}"
Some customers could disturb this actor.,G,determiner_noun_agreement_1,G,"{'G': 6.7890625, 'PREP': -2.330078125, 'DET': -4.35546875, 'SVA': -2.56640625}"
Deborah sold these sick goose.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.46875, 'PREP': -2.2734375, 'DET': 9.296875, 'SVA': -2.861328125}"
Amelia loves this waiter.,G,determiner_noun_agreement_1,G,"{'G': 6.71484375, 'PREP': -2.529296875, 'DET': -4.62890625, 'SVA': -2.0625}"
It's himself that Aaron approached.,G,principle_A_reconstruction,G,"{'G': 6.8203125, 'PREP': -2.212890625, 'DET': -4.38671875, 'SVA': -2.67578125}"
And also I would like to go in summer.,G,Preposition_Replacing,PREP,"{'G': 3.568359375, 'PREP': 4.75, 'DET': -5.21875, 'SVA': -4.43359375}"
Only all cousins of Steven that Monet had discussed ever see this art gallery.,G,only_npi_scope,G,"{'G': 6.79296875, 'PREP': -1.478515625, 'DET': -5.0078125, 'SVA': -2.9765625}"
The feet have fallen apart.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 6.70703125, 'PREP': -2.49609375, 'DET': -3.89453125, 'SVA': -2.63671875}"
This picture looks like that slope.,G,regular_plural_subject_verb_agreement_1,G,"{'G': 6.66796875, 'PREP': -2.576171875, 'DET': -4.59375, 'SVA': -1.927734375}"
Some dancer that liked all girls cries.,G,distractor_agreement_relative_clause,G,"{'G': 6.73046875, 'PREP': -2.51953125, 'DET': -4.54296875, 'SVA': -2.080078125}"
"As soon as possible, I phoned my bank for to cancel my credit card but they had already used it.",PREP,Preposition_Unnecessary,PREP,"{'G': 3.978515625, 'PREP': 4.54296875, 'DET': -5.34765625, 'SVA': -4.7265625}"
The girl appear.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.59375, 'PREP': -2.37109375, 'DET': -3.04296875, 'SVA': 7.63671875}"
William had cured this displeased patient.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 6.8125, 'PREP': -2.056640625, 'DET': -4.71875, 'SVA': -2.630859375}"
Every louse have left.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.50390625, 'PREP': -2.423828125, 'DET': -3.1484375, 'SVA': 7.65625}"
Kirsten helps herself.,G,anaphor_gender_agreement,G,"{'G': 6.84375, 'PREP': -2.171875, 'DET': -4.6171875, 'SVA': -2.546875}"
A lot of guys were visited.,G,passive_2,G,"{'G': 6.74609375, 'PREP': -2.486328125, 'DET': -4.0859375, 'SVA': -2.53515625}"
Of course nobody knows the answer and maybe we should be happy about that.,G,Preposition_Replacing,PREP,"{'G': 3.94140625, 'PREP': 4.5859375, 'DET': -5.30078125, 'SVA': -4.73828125}"
I am very good at swimming.,G,Preposition_Missing,G,"{'G': 5.2265625, 'PREP': 2.09765625, 'DET': -6.15625, 'SVA': -3.609375}"
The niece of many ladies attempt to change.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.220703125, 'PREP': -2.6796875, 'DET': -3.384765625, 'SVA': 7.69921875}"
Sabrina does conceal this old alumni.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.572265625, 'PREP': -2.37890625, 'DET': 9.3359375, 'SVA': -2.6953125}"
The pamphlets about Winston Churchill don't fall.,G,distractor_agreement_relational_noun,G,"{'G': 6.66796875, 'PREP': -2.599609375, 'DET': -3.998046875, 'SVA': -2.419921875}"
Some legislature was confused.,G,passive_2,G,"{'G': 6.6796875, 'PREP': -2.5703125, 'DET': -4.59765625, 'SVA': -1.8974609375}"
Aaron will discuss that lost people.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.548828125, 'PREP': -2.330078125, 'DET': 9.3359375, 'SVA': -2.76171875}"
Gloves can confuse that guys.,DET,determiner_noun_agreement_1,DET,"{'G': -2.705078125, 'PREP': -2.4765625, 'DET': 9.359375, 'SVA': -2.46484375}"
The forgotten teenager was unlucky.,G,irregular_past_participle_adjectives,G,"{'G': 6.73046875, 'PREP': -2.498046875, 'DET': -4.58203125, 'SVA': -2.08203125}"
"Last summer, I was spending my holidays in a little village in the southern coast of Spain with my friend Pat.",PREP,Preposition_Replacing,PREP,"{'G': 3.87109375, 'PREP': 4.6328125, 'DET': -5.3125, 'SVA': -4.69921875}"
It is a right that everybody among us has.,G,Preposition_Replacing,G,"{'G': 5.75390625, 'PREP': 1.673828125, 'DET': -5.359375, 'SVA': -4.55078125}"
The actress worked with this nice woman.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.8046875, 'PREP': -2.1640625, 'DET': -4.8515625, 'SVA': -2.36328125}"
Kayla complains about herself.,G,anaphor_gender_agreement,G,"{'G': 6.83984375, 'PREP': -2.12109375, 'DET': -4.67578125, 'SVA': -2.607421875}"
The Impressionists aren't disturbing that small schools.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.544921875, 'PREP': -2.37890625, 'DET': 9.328125, 'SVA': -2.708984375}"
The Impressionists drop by this gray mall.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 6.73046875, 'PREP': -2.52734375, 'DET': -4.203125, 'SVA': -2.404296875}"
Kendra kissed those happy alumni.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 6.86328125, 'PREP': -2.091796875, 'DET': -4.5, 'SVA': -2.748046875}"
Guy has escaped from those girl.,DET,determiner_noun_agreement_1,DET,"{'G': -2.201171875, 'PREP': -2.169921875, 'DET': 9.1953125, 'SVA': -3.171875}"
That car would distract those determined alumni.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 6.8828125, 'PREP': -2.015625, 'DET': -4.46484375, 'SVA': -2.8828125}"
Her friend Pat had explained the whole story at her husband.,PREP,Preposition_Replacing,G,"{'G': 5.80859375, 'PREP': 1.4521484375, 'DET': -5.76953125, 'SVA': -4.01171875}"
"I think it is very kind of you to ask me what my preferences are regarding the trip. I ought to let you know that I can only travel the second week of July, because that is when my winter holidays start.",PREP,Preposition_Missing,PREP,"{'G': 3.53515625, 'PREP': 4.7734375, 'DET': -5.13671875, 'SVA': -4.421875}"
Mitchell flees from those yellow hospital.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.443359375, 'PREP': -2.171875, 'DET': 9.3046875, 'SVA': -2.98828125}"
The doctors haven't conferred.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.7109375, 'PREP': -2.517578125, 'DET': -3.9921875, 'SVA': -2.55859375}"
Teenagers who haven't left Tara does implore Joseph's French teacher to alarm the museum.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.1474609375, 'PREP': -3.4375, 'DET': -3.583984375, 'SVA': 7.375}"
Todd can discover what most plates resemble.,G,wh_vs_that_with_gap,G,"{'G': 6.7734375, 'PREP': -2.111328125, 'DET': -4.578125, 'SVA': -2.609375}"
Catherine had forgotten those analyses.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.87890625, 'PREP': -2.03515625, 'DET': -4.578125, 'SVA': -2.7578125}"
Renee would notice this teeth.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.689453125, 'PREP': -2.26953125, 'DET': 9.390625, 'SVA': -2.6875}"
Some horse had broken those purple glass.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.341796875, 'PREP': -2.130859375, 'DET': 9.2578125, 'SVA': -3.09765625}"
A lot of organizations scare these confident senators.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 6.76171875, 'PREP': -2.462890625, 'DET': -4.0, 'SVA': -2.6328125}"
Timothy's doctors were spinning around.,G,intransitive,G,"{'G': 6.78515625, 'PREP': -2.3828125, 'DET': -4.0859375, 'SVA': -2.697265625}"
It would be a fantastic opportunity to the students who study fashion.,PREP,Preposition_Replacing,G,"{'G': 5.96484375, 'PREP': 1.05078125, 'DET': -5.61328125, 'SVA': -4.03515625}"
Please think about our suggestion and the proposed change to the programme.,G,Preposition_Replacing,G,"{'G': 4.9921875, 'PREP': 3.001953125, 'DET': -5.84765625, 'SVA': -4.41796875}"
The teachers argue about those guy.,DET,determiner_noun_agreement_1,DET,"{'G': -2.349609375, 'PREP': -2.2578125, 'DET': 9.25, 'SVA': -2.9765625}"
Carl notices that oasis.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.6875, 'PREP': -2.5546875, 'DET': -4.6640625, 'SVA': -1.9892578125}"
A picture of many bikes have impressed Grace.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.494140625, 'PREP': -2.310546875, 'DET': -3.236328125, 'SVA': 7.6328125}"
No patient lifted fewer than nine eyes.,G,superlative_quantifiers_1,G,"{'G': 6.8515625, 'PREP': -2.150390625, 'DET': -4.59765625, 'SVA': -2.5859375}"
This synopsis aren't moving.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.521484375, 'PREP': -2.345703125, 'DET': -3.169921875, 'SVA': 7.64453125}"
Men investigate those good museums.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 6.7890625, 'PREP': -2.37109375, 'DET': -4.13671875, 'SVA': -2.6484375}"
Tracy has boasted about that unsure children.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.35546875, 'PREP': -2.390625, 'DET': 9.2421875, 'SVA': -2.861328125}"
Most senators would not ever talk.,G,sentential_negation_npi_licensor_present,G,"{'G': 6.8125, 'PREP': -2.2265625, 'DET': -4.18359375, 'SVA': -2.81640625}"
A lot of actresses work with this displeased woman.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 6.76171875, 'PREP': -2.455078125, 'DET': -4.39453125, 'SVA': -2.375}"
The alumnus have revealed many actresses.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.42578125, 'PREP': -2.578125, 'DET': -3.169921875, 'SVA': 7.71875}"
HE TOOK ME RIGHT IN THE FRONT OF MY HOUSE.,PREP,Preposition_Replacing,G,"{'G': 5.31640625, 'PREP': 2.341796875, 'DET': -6.0234375, 'SVA': -4.19921875}"
Eva sounded like those senator.,DET,determiner_noun_agreement_2,DET,"{'G': -2.232421875, 'PREP': -2.173828125, 'DET': 9.203125, 'SVA': -3.15234375}"
Grace revealed that mice.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.736328125, 'PREP': -2.423828125, 'DET': 9.375, 'SVA': -2.48828125}"
"I can sing plenty of songs, which include English songs and the Japanese songs, and I have a part - time job for singing at a restaurant.",PREP,Preposition_Unnecessary,PREP,"{'G': 3.416015625, 'PREP': 4.79296875, 'DET': -5.09765625, 'SVA': -4.30859375}"
School is supposed to be our second home but it's not. We work hard and at the end of our education we still have nothing.,G,Preposition_Missing,PREP,"{'G': 3.34765625, 'PREP': 4.8046875, 'DET': -5.0234375, 'SVA': -4.265625}"
Margaret haven't praised Martha.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.345703125, 'PREP': -2.435546875, 'DET': -3.36328125, 'SVA': 7.65625}"
"Also, the accommodation I would prefer at Camp California is the log cabin, because at first when I was a little child we stayed in a small house every holiday and I like that.",PREP,Preposition_Unnecessary,PREP,"{'G': 3.431640625, 'PREP': 4.7890625, 'DET': -5.02734375, 'SVA': -4.37890625}"
"At the same time, I have got a small amount of money, but it was not important to me.",G,Preposition_Replacing,PREP,"{'G': 3.615234375, 'PREP': 4.73828125, 'DET': -5.25, 'SVA': -4.4453125}"
Who hasn't George's colleague who isn't hiring Elaine remembered?,G,complex_NP_island,G,"{'G': 6.78125, 'PREP': -1.6142578125, 'DET': -4.95703125, 'SVA': -2.884765625}"
Kayla lifts these popular print.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.462890625, 'PREP': -2.234375, 'DET': 9.3046875, 'SVA': -2.91015625}"
"Naturally, it's easier to get a job when you are good in foreign languages or computers.",PREP,Preposition_Replacing,PREP,"{'G': 3.482421875, 'PREP': 4.78125, 'DET': -5.109375, 'SVA': -4.38671875}"
Specially at weekends.,G,Preposition_Missing,PREP,"{'G': 3.056640625, 'PREP': 4.7890625, 'DET': -5.23828125, 'SVA': -3.734375}"
"I got it two weeks ago at a concert, but although I've been to the doctor, I can't get over it!",G,Preposition_Replacing,PREP,"{'G': 3.609375, 'PREP': 4.73828125, 'DET': -5.26953125, 'SVA': -4.421875}"
Many movies annoyed those woman.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.509765625, 'PREP': -2.158203125, 'DET': 9.328125, 'SVA': -2.912109375}"
"Although I know how to surf, I have no idea about sailing. I have only read about it and I am very interested trying.",PREP,Preposition_Missing,G,"{'G': 5.24609375, 'PREP': 2.5703125, 'DET': -5.71484375, 'SVA': -4.49609375}"
Tracy ran around these oasis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.41796875, 'PREP': -2.263671875, 'DET': 9.28125, 'SVA': -2.9140625}"
We said yes immediately. I nearly shouted of happiness when they told us that Luis Miguel was giving the concert. He is my favourite singer.,PREP,Preposition_Replacing,G,"{'G': 5.53125, 'PREP': 2.134765625, 'DET': -5.58984375, 'SVA': -4.51171875}"
Tiffany should attack that ill adults.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.6640625, 'PREP': -2.279296875, 'DET': 9.3828125, 'SVA': -2.701171875}"
Art did stun those man.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.427734375, 'PREP': -2.09375, 'DET': 9.2890625, 'SVA': -3.0625}"
This cashier is leaving this employed person.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.74609375, 'PREP': -2.435546875, 'DET': -4.234375, 'SVA': -2.509765625}"
Nina had talked about this guy.,G,determiner_noun_agreement_2,G,"{'G': 6.828125, 'PREP': -1.9560546875, 'DET': -4.8203125, 'SVA': -2.650390625}"
All lice hasn't hurt Dawn.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.099609375, 'PREP': -3.001953125, 'DET': -3.078125, 'SVA': 7.67578125}"
Lawrence heals Karen.,G,regular_plural_subject_verb_agreement_1,G,"{'G': 6.57421875, 'PREP': -2.712890625, 'DET': -4.5546875, 'SVA': -1.6787109375}"
In your advertisement you informed us of their false existence.,G,Preposition_Replacing,PREP,"{'G': 3.369140625, 'PREP': 4.796875, 'DET': -4.98828125, 'SVA': -4.32421875}"
A teacher is realizing that the ladies research every grocery store.,G,wh_vs_that_no_gap,G,"{'G': 6.68359375, 'PREP': -2.337890625, 'DET': -4.9765625, 'SVA': -1.9287109375}"
The phenomenon upsets John.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 6.546875, 'PREP': -2.677734375, 'DET': -4.921875, 'SVA': -1.388671875}"
That committee was praising that teacher.,G,determiner_noun_agreement_2,G,"{'G': 6.6640625, 'PREP': -2.591796875, 'DET': -4.73828125, 'SVA': -1.8017578125}"
Mitchell hadn't talked to that girls.,DET,determiner_noun_agreement_2,DET,"{'G': -2.228515625, 'PREP': -2.47265625, 'DET': 9.1640625, 'SVA': -2.873046875}"
The grandmothers of James disappear.,G,distractor_agreement_relational_noun,G,"{'G': 6.6796875, 'PREP': -2.458984375, 'DET': -3.71484375, 'SVA': -2.751953125}"
The adult is departing.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.6640625, 'PREP': -2.49609375, 'DET': -4.69921875, 'SVA': -1.8818359375}"
Kathleen wouldn't discuss those alumnus.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.369140625, 'PREP': -2.16796875, 'DET': 9.2734375, 'SVA': -3.05078125}"
The guest play.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.4296875, 'PREP': -2.103515625, 'DET': -3.419921875, 'SVA': 7.48046875}"
The pedestrians has returned to Homer.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.15234375, 'PREP': -3.125, 'DET': -2.978515625, 'SVA': 7.71484375}"
Many parentheses has bored Carol.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.525390625, 'PREP': -2.935546875, 'DET': -2.57421875, 'SVA': 7.71484375}"
Noah was watching that fast woman.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.83203125, 'PREP': -2.23046875, 'DET': -4.6171875, 'SVA': -2.513671875}"
Theresa was criticizing these woman.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.46484375, 'PREP': -2.181640625, 'DET': 9.3125, 'SVA': -2.935546875}"
This cashier is leaving these employed person.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.365234375, 'PREP': -2.12109375, 'DET': 9.2734375, 'SVA': -3.0859375}"
Carolyn hated this child.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.79296875, 'PREP': -2.275390625, 'DET': -4.76953125, 'SVA': -2.2890625}"
The universities fires Andrea.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.3486328125, 'PREP': -2.958984375, 'DET': -4.09375, 'SVA': 7.484375}"
"The reason I am really writing, however, is to give you some details about my trip to California.",G,Preposition_Replacing,PREP,"{'G': 4.0546875, 'PREP': 4.4921875, 'DET': -5.46875, 'SVA': -4.72265625}"
Karen helps that child.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.73046875, 'PREP': -2.48046875, 'DET': -4.75390625, 'SVA': -2.001953125}"
A commentary about the Borgias are boring Colleen.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.48046875, 'PREP': -2.400390625, 'DET': -3.14453125, 'SVA': 7.66796875}"
Even Cynthia clearly died.,G,npi_present_1,G,"{'G': 6.78125, 'PREP': -2.29296875, 'DET': -4.58984375, 'SVA': -2.361328125}"
Clyde complained about this syntheses.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.587890625, 'PREP': -2.341796875, 'DET': 9.3515625, 'SVA': -2.703125}"
Homer can pass that concealed oasis.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 6.77734375, 'PREP': -2.326171875, 'DET': -4.65234375, 'SVA': -2.326171875}"
Some hypothesis hasn't distracted Rodney.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 6.74609375, 'PREP': -2.494140625, 'DET': -4.55078125, 'SVA': -2.130859375}"
Grace was touring that oasis.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.76953125, 'PREP': -2.44140625, 'DET': -4.421875, 'SVA': -2.35546875}"
"As I've told you, last month I went to a pop concert and I really enjoyed helping with the preparation.",G,Preposition_Replacing,PREP,"{'G': 3.755859375, 'PREP': 4.68359375, 'DET': -5.34375, 'SVA': -4.53515625}"
Suzanne wasn't boasting about these pamphlet.,DET,determiner_noun_agreement_2,DET,"{'G': -1.947265625, 'PREP': -2.173828125, 'DET': 9.0703125, 'SVA': -3.38671875}"
Julia might conceal this actresses.,DET,determiner_noun_agreement_1,DET,"{'G': -2.60546875, 'PREP': -2.439453125, 'DET': 9.3359375, 'SVA': -2.6015625}"
Clyde was cleaning this nuclei.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.708984375, 'PREP': -2.146484375, 'DET': 9.421875, 'SVA': -2.7734375}"
Kristin wasn't discovering what most drivers that are competing find.,G,wh_vs_that_with_gap_long_distance,G,"{'G': 6.83203125, 'PREP': -2.013671875, 'DET': -4.43359375, 'SVA': -2.943359375}"
William had said that he bikes to some schools.,G,principle_A_case_1,G,"{'G': 6.828125, 'PREP': -2.0078125, 'DET': -4.359375, 'SVA': -2.939453125}"
That government remembers who a man wouldn't complain about.,G,wh_vs_that_with_gap,G,"{'G': 6.8046875, 'PREP': -2.07421875, 'DET': -4.73828125, 'SVA': -2.583984375}"
Samantha has not ever kissed Dan.,G,sentential_negation_npi_licensor_present,G,"{'G': 6.80078125, 'PREP': -2.26171875, 'DET': -4.48046875, 'SVA': -2.5625}"
Richard bikes to that banks.,DET,determiner_noun_agreement_2,DET,"{'G': -2.693359375, 'PREP': -2.439453125, 'DET': 9.3671875, 'SVA': -2.501953125}"
In addition I think that some personal opinions about the school should be reported asking students and teachers.,PREP,Preposition_Missing,G,"{'G': 5.0859375, 'PREP': 3.001953125, 'DET': -5.38671875, 'SVA': -4.8984375}"
And for the other activity I will choose tennis. I really enjoy this sport. I am not really a good player but I like to play tennis during my free time!,PREP,Preposition_Replacing,PREP,"{'G': 3.490234375, 'PREP': 4.7734375, 'DET': -5.18359375, 'SVA': -4.34375}"
The guy wasn't passing these grocery store.,DET,determiner_noun_agreement_2,DET,"{'G': -2.236328125, 'PREP': -2.197265625, 'DET': 9.2109375, 'SVA': -3.12890625}"
"First of all, I must congratulate the people responsible for this good idea.",G,Preposition_Replacing,PREP,"{'G': 4.2421875, 'PREP': 4.3515625, 'DET': -5.51171875, 'SVA': -4.8203125}"
The man works with some pedestrian.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.69921875, 'PREP': -2.51953125, 'DET': -4.7890625, 'SVA': -1.8623046875}"
Brian was known by Vincent.,G,passive_1,G,"{'G': 6.828125, 'PREP': -1.98046875, 'DET': -4.66796875, 'SVA': -2.72265625}"
The dishes crack.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.57421875, 'PREP': -2.642578125, 'DET': -3.609375, 'SVA': -2.494140625}"
Every waiter could care for that man.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.83984375, 'PREP': -2.123046875, 'DET': -4.828125, 'SVA': -2.451171875}"
Every crisis has shocked Sally.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 6.76953125, 'PREP': -2.44140625, 'DET': -4.52734375, 'SVA': -2.205078125}"
Every diagnosis haven't astounded Melinda.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.482421875, 'PREP': -2.58203125, 'DET': -3.04296875, 'SVA': 7.6953125}"
The man could research most plays.,G,animate_subject_trans,G,"{'G': 6.79296875, 'PREP': -2.2109375, 'DET': -4.40234375, 'SVA': -2.5703125}"
She was very sorry about that and a few days after she moved in to another city and now I don't know anything about her.,PREP,Preposition_Unnecessary,PREP,"{'G': 3.791015625, 'PREP': 4.6640625, 'DET': -5.22265625, 'SVA': -4.6640625}"
"We can go to any place we like, avoiding traffic and to crowded buses and trains, etc.",PREP,Preposition_Unnecessary,G,"{'G': 4.359375, 'PREP': 4.21484375, 'DET': -5.359375, 'SVA': -4.97265625}"
The movies about Harvard University hasn't astounded Kevin.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.396484375, 'PREP': -2.880859375, 'DET': -2.87890625, 'SVA': 7.74609375}"
Candice disliked these bad analyses.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.8671875, 'PREP': -2.140625, 'DET': -4.5078125, 'SVA': -2.701171875}"
"For unknown reasons, I found the restaurant closed (there was no information giving a reason for closing it).",G,Preposition_Replacing,PREP,"{'G': 3.494140625, 'PREP': 4.7734375, 'DET': -5.07421875, 'SVA': -4.421875}"
Vincent hides this guest.,G,determiner_noun_agreement_2,G,"{'G': 6.71484375, 'PREP': -2.5546875, 'DET': -4.44921875, 'SVA': -2.158203125}"
The lady figures out who some museum that disturbs Alan hasn't listened to.,G,wh_vs_that_with_gap_long_distance,G,"{'G': 6.7890625, 'PREP': -2.228515625, 'DET': -4.4921875, 'SVA': -2.607421875}"
Many women won't scare those uncertain men.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.84375, 'PREP': -2.150390625, 'DET': -4.16796875, 'SVA': -2.935546875}"
Steve looked like that out in the open photograph.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 6.75, 'PREP': -1.3466796875, 'DET': -4.7421875, 'SVA': -3.2578125}"
Lucille wasn't helping this scared actors.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.537109375, 'PREP': -2.447265625, 'DET': 9.3125, 'SVA': -2.65625}"
Some girls that have observed Sandra do learn.,G,distractor_agreement_relative_clause,G,"{'G': 6.72265625, 'PREP': -2.498046875, 'DET': -4.14453125, 'SVA': -2.486328125}"
The axis has aggravated Irene.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.73046875, 'PREP': -2.4609375, 'DET': -4.65234375, 'SVA': -2.048828125}"
Tiffany had approached these unemployed people.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.8671875, 'PREP': -2.095703125, 'DET': -4.3125, 'SVA': -2.88671875}"
