text,labels,UID,prediction,Probabilities
Kayla complains about herself.,G,anaphor_gender_agreement,G,"{'G': 5.15234375, 'PREP': -2.09765625, 'DET': -4.375, 'SVA': -2.6953125}"
The Impressionists aren't disturbing that small schools.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.095703125, 'PREP': -1.392578125, 'DET': 8.4296875, 'SVA': -1.6904296875}"
The Impressionists drop by this gray mall.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 5.171875, 'PREP': -2.294921875, 'DET': -4.6015625, 'SVA': -2.310546875}"
Kendra kissed those happy alumni.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 5.21875, 'PREP': -2.158203125, 'DET': -4.6171875, 'SVA': -2.5078125}"
Guy has escaped from those girl.,DET,determiner_noun_agreement_1,DET,"{'G': -2.330078125, 'PREP': -1.3291015625, 'DET': 8.515625, 'SVA': -1.4365234375}"
That car would distract those determined alumni.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 5.19921875, 'PREP': -2.14453125, 'DET': -4.50390625, 'SVA': -2.59375}"
Her friend Pat had explained the whole story at her husband.,PREP,Preposition_Replacing,G,"{'G': 4.91796875, 'PREP': -0.75244140625, 'DET': -5.01953125, 'SVA': -3.232421875}"
"I think it is very kind of you to ask me what my preferences are regarding the trip. I ought to let you know that I can only travel the second week of July, because that is when my winter holidays start.",PREP,Preposition_Missing,PREP,"{'G': 2.568359375, 'PREP': 3.42578125, 'DET': -4.51953125, 'SVA': -4.01953125}"
Mitchell flees from those yellow hospital.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.5703125, 'PREP': -1.1650390625, 'DET': 8.53125, 'SVA': -1.2529296875}"
The doctors haven't conferred.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 5.19921875, 'PREP': -2.24609375, 'DET': -4.79296875, 'SVA': -2.216796875}"
Teenagers who haven't left Tara does implore Joseph's French teacher to alarm the museum.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.130859375, 'PREP': -1.8330078125, 'DET': -2.435546875, 'SVA': 6.1328125}"
Todd can discover what most plates resemble.,G,wh_vs_that_with_gap,G,"{'G': 5.1015625, 'PREP': -2.173828125, 'DET': -4.109375, 'SVA': -2.67578125}"
Catherine had forgotten those analyses.,G,determiner_noun_agreement_irregular_1,G,"{'G': 5.19140625, 'PREP': -2.251953125, 'DET': -4.55078125, 'SVA': -2.4296875}"
Renee would notice this teeth.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.2734375, 'PREP': -1.1962890625, 'DET': 8.4921875, 'SVA': -1.669921875}"
Some horse had broken those purple glass.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.318359375, 'PREP': -1.1201171875, 'DET': 8.5, 'SVA': -1.68359375}"
A lot of organizations scare these confident senators.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 5.11328125, 'PREP': -2.35546875, 'DET': -4.2421875, 'SVA': -2.419921875}"
Timothy's doctors were spinning around.,G,intransitive,G,"{'G': 5.1796875, 'PREP': -2.1875, 'DET': -4.578125, 'SVA': -2.455078125}"
It would be a fantastic opportunity to the students who study fashion.,PREP,Preposition_Replacing,G,"{'G': 5.03515625, 'PREP': -2.21484375, 'DET': -4.66015625, 'SVA': -2.078125}"
Please think about our suggestion and the proposed change to the programme.,G,Preposition_Replacing,G,"{'G': 3.296875, 'PREP': 2.724609375, 'DET': -4.8828125, 'SVA': -4.13671875}"
The teachers argue about those guy.,DET,determiner_noun_agreement_1,DET,"{'G': -2.384765625, 'PREP': -1.2490234375, 'DET': 8.515625, 'SVA': -1.4501953125}"
Carl notices that oasis.,G,determiner_noun_agreement_irregular_1,G,"{'G': 5.1328125, 'PREP': -2.4296875, 'DET': -4.5078125, 'SVA': -2.142578125}"
A picture of many bikes have impressed Grace.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.365234375, 'PREP': -1.66015625, 'DET': -2.208984375, 'SVA': 6.109375}"
No patient lifted fewer than nine eyes.,G,superlative_quantifiers_1,G,"{'G': 5.05859375, 'PREP': -2.451171875, 'DET': -4.24609375, 'SVA': -2.224609375}"
This synopsis aren't moving.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.6884765625, 'PREP': -1.65234375, 'DET': -1.60546875, 'SVA': 6.09375}"
Men investigate those good museums.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 5.08984375, 'PREP': -2.45703125, 'DET': -4.5, 'SVA': -2.064453125}"
Tracy has boasted about that unsure children.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -1.833984375, 'PREP': -1.58984375, 'DET': 8.3125, 'SVA': -1.8203125}"
Most senators would not ever talk.,G,sentential_negation_npi_licensor_present,G,"{'G': 5.19140625, 'PREP': -2.212890625, 'DET': -4.66015625, 'SVA': -2.34765625}"
A lot of actresses work with this displeased woman.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 5.140625, 'PREP': -2.34765625, 'DET': -4.37109375, 'SVA': -2.375}"
The alumnus have revealed many actresses.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.4970703125, 'PREP': -1.6708984375, 'DET': -1.9658203125, 'SVA': 6.11328125}"
HE TOOK ME RIGHT IN THE FRONT OF MY HOUSE.,PREP,Preposition_Replacing,G,"{'G': 3.591796875, 'PREP': 0.168212890625, 'DET': -6.2890625, 'SVA': -0.93505859375}"
Eva sounded like those senator.,DET,determiner_noun_agreement_2,DET,"{'G': -2.419921875, 'PREP': -1.2001953125, 'DET': 8.515625, 'SVA': -1.4365234375}"
Grace revealed that mice.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.3515625, 'PREP': -1.3330078125, 'DET': 8.515625, 'SVA': -1.3818359375}"
"I can sing plenty of songs, which include English songs and the Japanese songs, and I have a part - time job for singing at a restaurant.",PREP,Preposition_Unnecessary,PREP,"{'G': 2.701171875, 'PREP': 3.34765625, 'DET': -4.59765625, 'SVA': -4.08203125}"
School is supposed to be our second home but it's not. We work hard and at the end of our education we still have nothing.,G,Preposition_Missing,PREP,"{'G': 2.3515625, 'PREP': 3.541015625, 'DET': -4.25390625, 'SVA': -4.01953125}"
Margaret haven't praised Martha.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.4658203125, 'PREP': -1.548828125, 'DET': -2.15234375, 'SVA': 6.09765625}"
"Also, the accommodation I would prefer at Camp California is the log cabin, because at first when I was a little child we stayed in a small house every holiday and I like that.",PREP,Preposition_Unnecessary,PREP,"{'G': 2.751953125, 'PREP': 3.306640625, 'DET': -4.71484375, 'SVA': -4.0078125}"
"At the same time, I have got a small amount of money, but it was not important to me.",G,Preposition_Replacing,PREP,"{'G': 2.44921875, 'PREP': 3.490234375, 'DET': -4.453125, 'SVA': -3.962890625}"
Who hasn't George's colleague who isn't hiring Elaine remembered?,G,complex_NP_island,G,"{'G': 5.1484375, 'PREP': -2.33203125, 'DET': -4.4765625, 'SVA': -2.32421875}"
Kayla lifts these popular print.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.41796875, 'PREP': -1.27734375, 'DET': 8.5, 'SVA': -1.3447265625}"
"Naturally, it's easier to get a job when you are good in foreign languages or computers.",PREP,Preposition_Replacing,PREP,"{'G': 2.654296875, 'PREP': 3.3671875, 'DET': -4.4296875, 'SVA': -4.15625}"
Specially at weekends.,G,Preposition_Missing,G,"{'G': 5.12109375, 'PREP': -1.96484375, 'DET': -5.2265625, 'SVA': -2.0625}"
"I got it two weeks ago at a concert, but although I've been to the doctor, I can't get over it!",G,Preposition_Replacing,PREP,"{'G': 2.482421875, 'PREP': 3.4765625, 'DET': -4.421875, 'SVA': -4.0078125}"
Many movies annoyed those woman.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.48046875, 'PREP': -1.1796875, 'DET': 8.53125, 'SVA': -1.37109375}"
"Although I know how to surf, I have no idea about sailing. I have only read about it and I am very interested trying.",PREP,Preposition_Missing,PREP,"{'G': 2.91015625, 'PREP': 3.154296875, 'DET': -4.68359375, 'SVA': -4.1328125}"
Tracy ran around these oasis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.4921875, 'PREP': -1.095703125, 'DET': 8.53125, 'SVA': -1.4521484375}"
We said yes immediately. I nearly shouted of happiness when they told us that Luis Miguel was giving the concert. He is my favourite singer.,PREP,Preposition_Replacing,G,"{'G': 4.5390625, 'PREP': 0.2841796875, 'DET': -5.08203125, 'SVA': -3.6171875}"
Tiffany should attack that ill adults.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.23828125, 'PREP': -1.3525390625, 'DET': 8.4921875, 'SVA': -1.529296875}"
Art did stun those man.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.37109375, 'PREP': -1.189453125, 'DET': 8.5234375, 'SVA': -1.52734375}"
This cashier is leaving this employed person.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.1875, 'PREP': -2.29296875, 'DET': -4.71484375, 'SVA': -2.2265625}"
Nina had talked about this guy.,G,determiner_noun_agreement_2,G,"{'G': 5.15234375, 'PREP': -2.326171875, 'DET': -4.4296875, 'SVA': -2.369140625}"
All lice hasn't hurt Dawn.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.61328125, 'PREP': -1.7998046875, 'DET': -1.5771484375, 'SVA': 6.09765625}"
Lawrence heals Karen.,G,regular_plural_subject_verb_agreement_1,G,"{'G': 5.08984375, 'PREP': -2.375, 'DET': -4.95703125, 'SVA': -1.7314453125}"
In your advertisement you informed us of their false existence.,G,Preposition_Replacing,PREP,"{'G': 2.1953125, 'PREP': 3.529296875, 'DET': -3.69140625, 'SVA': -4.265625}"
A teacher is realizing that the ladies research every grocery store.,G,wh_vs_that_no_gap,G,"{'G': 4.78515625, 'PREP': -2.521484375, 'DET': -3.306640625, 'SVA': -2.47265625}"
The phenomenon upsets John.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.1015625, 'PREP': -2.443359375, 'DET': -4.67578125, 'SVA': -1.9453125}"
That committee was praising that teacher.,G,determiner_noun_agreement_2,G,"{'G': 5.17578125, 'PREP': -2.306640625, 'DET': -4.61328125, 'SVA': -2.28125}"
Mitchell hadn't talked to that girls.,DET,determiner_noun_agreement_2,DET,"{'G': -1.9091796875, 'PREP': -1.66015625, 'DET': 8.34375, 'SVA': -1.6318359375}"
The grandmothers of James disappear.,G,distractor_agreement_relational_noun,G,"{'G': 4.8984375, 'PREP': -2.638671875, 'DET': -4.66015625, 'SVA': -1.3798828125}"
The adult is departing.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 5.12890625, 'PREP': -2.419921875, 'DET': -4.6640625, 'SVA': -2.015625}"
Kathleen wouldn't discuss those alumnus.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.796875, 'PREP': -1.1748046875, 'DET': 8.4609375, 'SVA': -0.8330078125}"
The guest play.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.7724609375, 'PREP': -1.3916015625, 'DET': -1.7412109375, 'SVA': 6.03515625}"
The pedestrians has returned to Homer.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.455078125, 'PREP': -1.640625, 'DET': -2.0859375, 'SVA': 6.109375}"
Many parentheses has bored Carol.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.4541015625, 'PREP': -1.673828125, 'DET': -2.0546875, 'SVA': 6.11328125}"
Noah was watching that fast woman.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.2109375, 'PREP': -2.162109375, 'DET': -4.7890625, 'SVA': -2.3671875}"
Theresa was criticizing these woman.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.349609375, 'PREP': -1.3115234375, 'DET': 8.515625, 'SVA': -1.4296875}"
This cashier is leaving these employed person.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.431640625, 'PREP': -1.3388671875, 'DET': 8.5234375, 'SVA': -1.2626953125}"
Carolyn hated this child.,G,determiner_noun_agreement_irregular_1,G,"{'G': 5.203125, 'PREP': -2.22265625, 'DET': -4.64453125, 'SVA': -2.3984375}"
The universities fires Andrea.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': 0.1798095703125, 'PREP': -2.701171875, 'DET': -3.185546875, 'SVA': 5.65625}"
"The reason I am really writing, however, is to give you some details about my trip to California.",G,Preposition_Replacing,PREP,"{'G': 2.6875, 'PREP': 3.35546875, 'DET': -4.66015625, 'SVA': -4.0234375}"
Karen helps that child.,G,determiner_noun_agreement_irregular_2,G,"{'G': 5.16796875, 'PREP': -2.28515625, 'DET': -4.52734375, 'SVA': -2.3671875}"
A commentary about the Borgias are boring Colleen.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.1884765625, 'PREP': -2.056640625, 'DET': -1.998046875, 'SVA': 6.12109375}"
Even Cynthia clearly died.,G,npi_present_1,G,"{'G': 5.08203125, 'PREP': -2.435546875, 'DET': -4.625, 'SVA': -1.958984375}"
Clyde complained about this syntheses.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.1953125, 'PREP': -1.4091796875, 'DET': 8.46875, 'SVA': -1.5380859375}"
Homer can pass that concealed oasis.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 5.19140625, 'PREP': -2.0078125, 'DET': -4.49609375, 'SVA': -2.740234375}"
Some hypothesis hasn't distracted Rodney.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.08203125, 'PREP': -2.494140625, 'DET': -4.50390625, 'SVA': -1.9990234375}"
Grace was touring that oasis.,G,determiner_noun_agreement_irregular_2,G,"{'G': 5.17578125, 'PREP': -2.29296875, 'DET': -4.578125, 'SVA': -2.326171875}"
"As I've told you, last month I went to a pop concert and I really enjoyed helping with the preparation.",G,Preposition_Replacing,PREP,"{'G': 2.708984375, 'PREP': 3.345703125, 'DET': -4.59375, 'SVA': -4.078125}"
Suzanne wasn't boasting about these pamphlet.,DET,determiner_noun_agreement_2,DET,"{'G': -1.9140625, 'PREP': -1.7060546875, 'DET': 8.3359375, 'SVA': -1.587890625}"
Julia might conceal this actresses.,DET,determiner_noun_agreement_1,DET,"{'G': -2.15625, 'PREP': -1.3076171875, 'DET': 8.453125, 'SVA': -1.7021484375}"
Clyde was cleaning this nuclei.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.365234375, 'PREP': -1.2666015625, 'DET': 8.5234375, 'SVA': -1.4560546875}"
Kristin wasn't discovering what most drivers that are competing find.,G,wh_vs_that_with_gap_long_distance,SVA,"{'G': 0.332763671875, 'PREP': -2.802734375, 'DET': -3.080078125, 'SVA': 5.44921875}"
William had said that he bikes to some schools.,G,principle_A_case_1,G,"{'G': 5.13671875, 'PREP': -2.357421875, 'DET': -4.40625, 'SVA': -2.314453125}"
That government remembers who a man wouldn't complain about.,G,wh_vs_that_with_gap,G,"{'G': 5.02734375, 'PREP': -2.490234375, 'DET': -4.140625, 'SVA': -2.19921875}"
Samantha has not ever kissed Dan.,G,sentential_negation_npi_licensor_present,G,"{'G': 5.140625, 'PREP': -2.22265625, 'DET': -4.4296875, 'SVA': -2.482421875}"
Richard bikes to that banks.,DET,determiner_noun_agreement_2,DET,"{'G': -2.50390625, 'PREP': -1.296875, 'DET': 8.5234375, 'SVA': -1.1884765625}"
In addition I think that some personal opinions about the school should be reported asking students and teachers.,PREP,Preposition_Missing,G,"{'G': 3.642578125, 'PREP': 2.1875, 'DET': -4.95703125, 'SVA': -4.12890625}"
And for the other activity I will choose tennis. I really enjoy this sport. I am not really a good player but I like to play tennis during my free time!,PREP,Preposition_Replacing,PREP,"{'G': 2.701171875, 'PREP': 3.333984375, 'DET': -4.65625, 'SVA': -4.01953125}"
The guy wasn't passing these grocery store.,DET,determiner_noun_agreement_2,DET,"{'G': -2.4453125, 'PREP': -1.361328125, 'DET': 8.4921875, 'SVA': -1.21484375}"
"First of all, I must congratulate the people responsible for this good idea.",G,Preposition_Replacing,PREP,"{'G': 2.54296875, 'PREP': 3.43359375, 'DET': -4.45703125, 'SVA': -4.0390625}"
The man works with some pedestrian.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 5.203125, 'PREP': -2.20703125, 'DET': -4.80078125, 'SVA': -2.275390625}"
Brian was known by Vincent.,G,passive_1,G,"{'G': 5.1875, 'PREP': -2.078125, 'DET': -4.65625, 'SVA': -2.513671875}"
The dishes crack.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 5.01171875, 'PREP': -2.54296875, 'DET': -4.4921875, 'SVA': -1.7939453125}"
Every waiter could care for that man.,G,determiner_noun_agreement_irregular_2,G,"{'G': 5.171875, 'PREP': -2.033203125, 'DET': -4.5, 'SVA': -2.677734375}"
Every crisis has shocked Sally.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.10546875, 'PREP': -2.390625, 'DET': -4.41796875, 'SVA': -2.2265625}"
Every diagnosis haven't astounded Melinda.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.623046875, 'PREP': -1.5234375, 'DET': -1.8896484375, 'SVA': 6.09375}"
The man could research most plays.,G,animate_subject_trans,G,"{'G': 5.15234375, 'PREP': -1.7177734375, 'DET': -4.609375, 'SVA': -2.8984375}"
She was very sorry about that and a few days after she moved in to another city and now I don't know anything about her.,PREP,Preposition_Unnecessary,PREP,"{'G': 2.6875, 'PREP': 3.341796875, 'DET': -4.55078125, 'SVA': -4.08203125}"
"We can go to any place we like, avoiding traffic and to crowded buses and trains, etc.",PREP,Preposition_Unnecessary,PREP,"{'G': 2.5625, 'PREP': 3.423828125, 'DET': -4.4140625, 'SVA': -4.078125}"
The movies about Harvard University hasn't astounded Kevin.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.2744140625, 'PREP': -1.6650390625, 'DET': -2.388671875, 'SVA': 6.1171875}"
Candice disliked these bad analyses.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.16015625, 'PREP': -2.3203125, 'DET': -4.453125, 'SVA': -2.3671875}"
"For unknown reasons, I found the restaurant closed (there was no information giving a reason for closing it).",G,Preposition_Replacing,G,"{'G': 3.060546875, 'PREP': 2.97265625, 'DET': -4.66015625, 'SVA': -4.23046875}"
Vincent hides this guest.,G,determiner_noun_agreement_2,G,"{'G': 5.2109375, 'PREP': -2.2109375, 'DET': -4.7578125, 'SVA': -2.322265625}"
The lady figures out who some museum that disturbs Alan hasn't listened to.,G,wh_vs_that_with_gap_long_distance,G,"{'G': 5.17578125, 'PREP': -2.33203125, 'DET': -4.69921875, 'SVA': -2.169921875}"
Many women won't scare those uncertain men.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.17578125, 'PREP': -2.30078125, 'DET': -4.44921875, 'SVA': -2.41796875}"
Steve looked like that out in the open photograph.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.0546875, 'PREP': -1.2939453125, 'DET': -4.83984375, 'SVA': -2.978515625}"
Lucille wasn't helping this scared actors.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.310546875, 'PREP': -1.375, 'DET': 8.5078125, 'SVA': -1.40625}"
Some girls that have observed Sandra do learn.,G,distractor_agreement_relative_clause,G,"{'G': 5.08203125, 'PREP': -2.416015625, 'DET': -4.51953125, 'SVA': -2.029296875}"
The axis has aggravated Irene.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 5.11328125, 'PREP': -2.421875, 'DET': -4.5625, 'SVA': -2.08984375}"
Tiffany had approached these unemployed people.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.21875, 'PREP': -2.185546875, 'DET': -4.65234375, 'SVA': -2.462890625}"
"At the end I feel very tired and angry, because I have spent the whole morning doing nothing, except for looking at them trying on different clothes, and that's not enjoyable at all, in fact it's really annoying.",G,Preposition_Replacing,PREP,"{'G': 2.482421875, 'PREP': 3.474609375, 'DET': -4.46875, 'SVA': -3.986328125}"
The doctor hasn't gotten fired.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 5.12890625, 'PREP': -2.42578125, 'DET': -4.56640625, 'SVA': -2.107421875}"
The men were criticizing Kimberley.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 5.15625, 'PREP': -2.36328125, 'DET': -4.7421875, 'SVA': -2.056640625}"
The company weren't lying.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.466796875, 'PREP': -1.642578125, 'DET': -2.05078125, 'SVA': 6.12109375}"
"Finally, technology is a word that we will never get out of our minds, and we don't know how, or at what speed, it will develop in the future.",G,Preposition_Replacing,PREP,"{'G': 2.578125, 'PREP': 3.416015625, 'DET': -4.55078125, 'SVA': -4.0}"
Sheila exit some mall.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -0.78955078125, 'PREP': -2.13671875, 'DET': -2.552734375, 'SVA': 6.0078125}"
A lot of people like shopping and everybody goes on Saturday because for lots of people don't go to work then and it is the only day off for the majority of people.,PREP,Preposition_Unnecessary,PREP,"{'G': 2.556640625, 'PREP': 3.396484375, 'DET': -4.55859375, 'SVA': -3.98828125}"
That dancer scanned those bad synopsis.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.5078125, 'PREP': -1.1943359375, 'DET': 8.5234375, 'SVA': -1.3125}"
The Lutherans question this waiter that most dancers kiss that was confusing some hospital.,G,wh_questions_subject_gap_long_distance,G,"{'G': 5.12890625, 'PREP': -2.328125, 'DET': -4.38671875, 'SVA': -2.359375}"
The student that leaves those libraries does commission Marcus to bring the computer.,G,distractor_agreement_relative_clause,G,"{'G': 5.1796875, 'PREP': -2.2421875, 'DET': -4.60546875, 'SVA': -2.349609375}"
"As I have explained, it was not the perfect evening that I expected to have and I would like to have my money back because of the reasons that I mentioned above.",PREP,Preposition_Replacing,PREP,"{'G': 2.609375, 'PREP': 3.41015625, 'DET': -4.546875, 'SVA': -4.04296875}"
"What's more, your letter said about the chance to do two activities during the camp.",G,Preposition_Unnecessary,PREP,"{'G': 2.845703125, 'PREP': 3.205078125, 'DET': -4.65625, 'SVA': -4.11328125}"
Many banks like those cheap scarf.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.20703125, 'PREP': -1.32421875, 'DET': 8.4765625, 'SVA': -1.611328125}"
"Firstly, I would like to thank you for this big opportunity you are giving me to visit such a wonderful place like California.",PREP,Preposition_Replacing,PREP,"{'G': 2.734375, 'PREP': 3.30078125, 'DET': -4.64453125, 'SVA': -4.0546875}"
The cashiers falls.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.212890625, 'PREP': -1.7158203125, 'DET': -2.435546875, 'SVA': 6.12109375}"
Brett thinks about himself hiding Ellen.,G,principle_A_case_2,G,"{'G': 5.1640625, 'PREP': -2.28515625, 'DET': -4.51171875, 'SVA': -2.373046875}"
"Firstly, at school, we missed a class, we must bring a doctor's note.",PREP,Preposition_Missing,PREP,"{'G': 2.62109375, 'PREP': 3.384765625, 'DET': -4.625, 'SVA': -3.978515625}"
David could think about this displeased man.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 5.171875, 'PREP': -1.7451171875, 'DET': -4.68359375, 'SVA': -2.85546875}"
"At that time, I decided to buy my own computer and every day I was improving my knowledge. First I came to write letters and articles, next I learned several computer games.",G,Preposition_Replacing,PREP,"{'G': 2.529296875, 'PREP': 3.443359375, 'DET': -4.51953125, 'SVA': -3.984375}"
The reports about art was scaring Melissa.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.3046875, 'PREP': -1.5908203125, 'DET': -2.419921875, 'SVA': 6.09375}"
Every waiter who might insult boys aren't threatening to scratch.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.279296875, 'PREP': -1.8291015625, 'DET': -2.18359375, 'SVA': 6.140625}"
These actors weren't biking to this red oases.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.068359375, 'PREP': -1.3203125, 'DET': 8.421875, 'SVA': -1.8310546875}"
Samuel will hurt that actor.,G,determiner_noun_agreement_1,G,"{'G': 5.17578125, 'PREP': -2.328125, 'DET': -4.51171875, 'SVA': -2.3359375}"
The sisters of Adam hasn't broken most computers.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.353515625, 'PREP': -1.5751953125, 'DET': -2.341796875, 'SVA': 6.1015625}"
Cashiers complain about that crisis.,G,determiner_noun_agreement_irregular_1,G,"{'G': 5.1953125, 'PREP': -2.134765625, 'DET': -4.6328125, 'SVA': -2.505859375}"
"But, then my mother talked to Pat's mother and she mentioned it, and my mother cancelled the trip to Africa.",G,Preposition_Replacing,G,"{'G': 3.146484375, 'PREP': 2.89453125, 'DET': -4.8203125, 'SVA': -4.1328125}"
Steven brought this red oases.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.365234375, 'PREP': -1.1943359375, 'DET': 8.5234375, 'SVA': -1.5380859375}"
Michelle can't clean every mirror.,G,animate_subject_trans,G,"{'G': 5.17578125, 'PREP': -2.228515625, 'DET': -4.45703125, 'SVA': -2.498046875}"
Lisa exited this oases.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.408203125, 'PREP': -1.1455078125, 'DET': 8.53125, 'SVA': -1.5244140625}"
Sabrina was biking to this exposed oasis.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.18359375, 'PREP': -2.294921875, 'DET': -4.703125, 'SVA': -2.228515625}"
The drivers have admired some movie theater.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 5.16015625, 'PREP': -2.3359375, 'DET': -4.60546875, 'SVA': -2.201171875}"
Carolyn questioned these delighted child.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.41796875, 'PREP': -1.1806640625, 'DET': 8.5234375, 'SVA': -1.478515625}"
As representative of my class may I kindly ask you to partially change your plan for our visit to London?,G,Preposition_Replacing,PREP,"{'G': 2.638671875, 'PREP': 3.3671875, 'DET': -4.67578125, 'SVA': -3.95703125}"
A cashier that isn't disgusting doctors have concealed Stephanie.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.228515625, 'PREP': -1.814453125, 'DET': -2.291015625, 'SVA': 6.1328125}"
Even Richard often pushes every doctor's sons to whisper.,G,npi_present_1,G,"{'G': 5.19921875, 'PREP': -2.22265625, 'DET': -4.75390625, 'SVA': -2.29296875}"
Melissa was researching those basis.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.517578125, 'PREP': -1.099609375, 'DET': 8.53125, 'SVA': -1.419921875}"
The men wasn't dying.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.4931640625, 'PREP': -1.6083984375, 'DET': -2.041015625, 'SVA': 6.1015625}"
A lot of teachers escape from themselves.,G,anaphor_number_agreement,G,"{'G': 5.05859375, 'PREP': -2.296875, 'DET': -4.10546875, 'SVA': -2.505859375}"
The actor scans that report.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 5.14453125, 'PREP': -2.4375, 'DET': -4.65234375, 'SVA': -2.0234375}"
These men dislike this content senator.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.21875, 'PREP': -2.123046875, 'DET': -4.8046875, 'SVA': -2.39453125}"
Melinda hires that teachers.,DET,determiner_noun_agreement_1,DET,"{'G': -2.353515625, 'PREP': -1.3388671875, 'DET': 8.5078125, 'SVA': -1.3955078125}"
The alumnus have drunk.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.6826171875, 'PREP': -1.5703125, 'DET': -1.7216796875, 'SVA': 6.0859375}"
A lot of universities stunned this people.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.3203125, 'PREP': -1.1748046875, 'DET': 8.5, 'SVA': -1.6435546875}"
