text,labels,UID,prediction,Probabilities
The driver haven't murmured.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.2734375, 'PREP': -3.173828125, 'DET': -1.6416015625, 'SVA': 9.4296875}"
Some student is praising this popular movies.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.509765625, 'PREP': -2.55859375, 'DET': 11.0546875, 'SVA': -2.0}"
Thomas isn't concealing this high schools.,DET,determiner_noun_agreement_2,DET,"{'G': -2.470703125, 'PREP': -2.65625, 'DET': 11.09375, 'SVA': -1.93359375}"
Carol did escape from those good teenagers.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 7.23046875, 'PREP': -2.404296875, 'DET': -5.234375, 'SVA': -3.1953125}"
The tooth annoy Wayne.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.384765625, 'PREP': -3.158203125, 'DET': -1.4814453125, 'SVA': 9.4453125}"
Adam would dislike those people.,G,determiner_noun_agreement_irregular_2,G,"{'G': 7.2265625, 'PREP': -2.40234375, 'DET': -5.21875, 'SVA': -3.203125}"
Every customer discusses that theses.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.833984375, 'PREP': -2.302734375, 'DET': 11.0625, 'SVA': -1.892578125}"
Tonya was distracting the Borgias.,G,regular_plural_subject_verb_agreement_1,G,"{'G': 7.16015625, 'PREP': -2.544921875, 'DET': -5.26953125, 'SVA': -2.8203125}"
"Taking photographs during the holiday is a very good memory for me, and I can share my adventures with my friends.",G,Preposition_Replacing,PREP,"{'G': 2.380859375, 'PREP': 5.015625, 'DET': -6.75, 'SVA': -5.7265625}"
The doctor that does care for people isn't climbing up a lot of hills.,G,distractor_agreement_relative_clause,G,"{'G': 7.23046875, 'PREP': -2.26953125, 'DET': -5.6953125, 'SVA': -3.01953125}"
The photograph of some pies do impress Tonya.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.31640625, 'PREP': -3.05859375, 'DET': -1.720703125, 'SVA': 9.390625}"
In the hall outside our classroom we have seen an advertisement for the London Fashion and Leisure Show and we would like to go to the show that is possible.,PREP,Preposition_Missing,G,"{'G': 4.59765625, 'PREP': 1.7822265625, 'DET': -6.53515625, 'SVA': -4.390625}"
That rug isn't worrying this bad organizations.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.345703125, 'PREP': -2.59765625, 'DET': 10.9609375, 'SVA': -2.12109375}"
These tomatoes shock these dancers.,G,determiner_noun_agreement_1,G,"{'G': 6.8671875, 'PREP': -2.873046875, 'DET': -4.9609375, 'SVA': -2.123046875}"
Carlos didn't exit that high schools.,DET,determiner_noun_agreement_1,DET,"{'G': -2.49609375, 'PREP': -2.73828125, 'DET': 11.1328125, 'SVA': -1.8076171875}"
These girls works with Meredith.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.12890625, 'PREP': -3.150390625, 'DET': -1.8642578125, 'SVA': 9.3671875}"
The association that had argued about these people does collaborate.,G,distractor_agreement_relative_clause,G,"{'G': 7.21875, 'PREP': -2.173828125, 'DET': -5.80859375, 'SVA': -3.08203125}"
Paula shouldn't boycott this cafes.,DET,determiner_noun_agreement_2,DET,"{'G': -2.30078125, 'PREP': -2.83203125, 'DET': 11.046875, 'SVA': -1.912109375}"
Travis thinks Bethany won't worry herself.,G,principle_A_domain_3,G,"{'G': 7.21875, 'PREP': -2.39453125, 'DET': -5.37109375, 'SVA': -3.07421875}"
The waiters were descending a lot of ladders.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 7.24609375, 'PREP': -2.291015625, 'DET': -5.52734375, 'SVA': -3.158203125}"
Many scarves annoy these popular governments.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 7.08984375, 'PREP': -2.541015625, 'DET': -5.45703125, 'SVA': -2.5625}"
Teresa has insulted that cashier.,G,determiner_noun_agreement_2,G,"{'G': 7.1875, 'PREP': -2.517578125, 'DET': -5.10546875, 'SVA': -3.04296875}"
Lawrence fired that serious woman.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 7.1640625, 'PREP': -2.546875, 'DET': -5.13671875, 'SVA': -2.92578125}"
After she came home her mother was sitting in front of the TV and looked at the lottery numbers.,G,Preposition_Replacing,PREP,"{'G': 1.724609375, 'PREP': 5.5234375, 'DET': -6.3671875, 'SVA': -5.65625}"
Ruth realized that every legislature that might cope hadn't admired a picture.,G,wh_vs_that_no_gap_long_distance,G,"{'G': 7.24609375, 'PREP': -2.34375, 'DET': -5.38671875, 'SVA': -3.177734375}"
Winston Churchill boasted about those basis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.560546875, 'PREP': -2.78515625, 'DET': 11.171875, 'SVA': -1.6767578125}"
John should conceal these purple theses.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 7.1875, 'PREP': -2.50390625, 'DET': -4.95703125, 'SVA': -3.1796875}"
Jerry questioned guys that visited Diana.,G,wh_questions_subject_gap,G,"{'G': 7.1484375, 'PREP': -2.576171875, 'DET': -5.125, 'SVA': -2.869140625}"
Those mushrooms hadn't irritated that woman.,G,determiner_noun_agreement_irregular_2,G,"{'G': 7.18359375, 'PREP': -2.501953125, 'DET': -5.00390625, 'SVA': -3.158203125}"
The students aren't suffering.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 7.1953125, 'PREP': -2.45703125, 'DET': -5.0390625, 'SVA': -3.2109375}"
"Taking everything account, the drawbacks far outweigh its benefits.",PREP,Preposition_Missing,G,"{'G': 5.8828125, 'PREP': -1.4384765625, 'DET': -5.95703125, 'SVA': -1.9931640625}"
Pedestrians heal Robert.,G,regular_plural_subject_verb_agreement_1,G,"{'G': 6.796875, 'PREP': -2.828125, 'DET': -5.21484375, 'SVA': -1.8447265625}"
Wendy did attack that out in the open senators.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.599609375, 'PREP': -2.623046875, 'DET': 11.15625, 'SVA': -1.83203125}"
Every girl thinks about these fungus.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.583984375, 'PREP': -2.833984375, 'DET': 11.2109375, 'SVA': -1.607421875}"
Carl can't have this geese.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.525390625, 'PREP': -2.64453125, 'DET': 11.09375, 'SVA': -1.8701171875}"
Valerie wasn't noticing that association.,G,determiner_noun_agreement_2,G,"{'G': 7.1875, 'PREP': -2.501953125, 'DET': -4.99609375, 'SVA': -3.16796875}"
The pedestrian has discovered that hamster.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 7.19140625, 'PREP': -2.4921875, 'DET': -5.08203125, 'SVA': -3.111328125}"
Marie will research those messy library.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.66796875, 'PREP': -2.7109375, 'DET': 11.2109375, 'SVA': -1.6328125}"
The newspaper articles about art doesn't distract Joel.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.134765625, 'PREP': -3.107421875, 'DET': -1.931640625, 'SVA': 9.3515625}"
All senators cured this lice.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.71875, 'PREP': -2.51953125, 'DET': 11.140625, 'SVA': -1.794921875}"
On the advertisement it was written that Danny Brook would be there too.,PREP,Preposition_Replacing,PREP,"{'G': 1.3115234375, 'PREP': 5.66796875, 'DET': -5.99609375, 'SVA': -5.48046875}"
Gerald hadn't lifted this cart.,G,animate_subject_trans,G,"{'G': 7.2265625, 'PREP': -2.41015625, 'DET': -5.14453125, 'SVA': -3.265625}"
The children has taken every convertible.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.044921875, 'PREP': -3.103515625, 'DET': -2.044921875, 'SVA': 9.3203125}"
Kayla isn't looking like that prints.,DET,determiner_noun_agreement_2,DET,"{'G': -2.220703125, 'PREP': -2.900390625, 'DET': 11.0703125, 'SVA': -1.9306640625}"
George fixes those purple tooth.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.771484375, 'PREP': -2.58984375, 'DET': 11.1875, 'SVA': -1.642578125}"
Paul hadn't brought those mice.,G,determiner_noun_agreement_irregular_1,G,"{'G': 7.21484375, 'PREP': -2.42578125, 'DET': -5.11328125, 'SVA': -3.25}"
Those windows were broken by some person.,G,animate_subject_passive,G,"{'G': 7.2265625, 'PREP': -2.146484375, 'DET': -5.77734375, 'SVA': -3.1875}"
The cucumber isn't boring that scared waitresses.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.392578125, 'PREP': -2.833984375, 'DET': 11.1171875, 'SVA': -1.8056640625}"
These customers know that some teacher that leaves kissed Chad.,G,wh_vs_that_no_gap_long_distance,G,"{'G': 7.20703125, 'PREP': -2.41015625, 'DET': -5.44140625, 'SVA': -2.9765625}"
Bethany looks like those picture.,DET,determiner_noun_agreement_2,DET,"{'G': -2.658203125, 'PREP': -2.6875, 'DET': 11.1640625, 'SVA': -1.66015625}"
The universities figure out that this actress has disgusted a lot of actresses.,G,wh_vs_that_no_gap,G,"{'G': 7.2109375, 'PREP': -2.396484375, 'DET': -5.359375, 'SVA': -3.07421875}"
This drawing looks like that ill men.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.64453125, 'PREP': -2.44140625, 'DET': 11.078125, 'SVA': -1.9755859375}"
A lot of cashiers who didn't approach Cindy has escaped.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.1015625, 'PREP': -3.12890625, 'DET': -1.943359375, 'SVA': 9.34375}"
Bethany aren't escaping from those men.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.048828125, 'PREP': -3.1875, 'DET': -1.9462890625, 'SVA': 9.34375}"
Samuel's sisters were fun to care for.,G,tough_vs_raising_1,G,"{'G': 7.23828125, 'PREP': -2.3359375, 'DET': -5.45703125, 'SVA': -3.126953125}"
Sonia should describe this determined child.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 7.21875, 'PREP': -2.404296875, 'DET': -5.19921875, 'SVA': -3.20703125}"
The children hasn't cured Melanie.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.017578125, 'PREP': -3.15625, 'DET': -2.0078125, 'SVA': 9.328125}"
Most drivers love this unemployed men.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.5390625, 'PREP': -2.72265625, 'DET': 11.15625, 'SVA': -1.8017578125}"
"If I had the choice, I would never go shopping to the big supermarkets.",PREP,Preposition_Replacing,G,"{'G': 6.09765625, 'PREP': 0.26220703125, 'DET': -6.703125, 'SVA': -4.23828125}"
The movies about music alarms the pedestrians.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.8369140625, 'PREP': -3.056640625, 'DET': -2.3828125, 'SVA': 9.234375}"
The bird had found those dish.,DET,determiner_noun_agreement_2,DET,"{'G': -2.47265625, 'PREP': -2.91015625, 'DET': 11.1953125, 'SVA': -1.62890625}"
Some bank likes itself.,G,anaphor_gender_agreement,G,"{'G': 7.15625, 'PREP': -2.505859375, 'DET': -5.33203125, 'SVA': -2.84375}"
Martin wasn't confusing those important committee.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.638671875, 'PREP': -2.732421875, 'DET': 11.203125, 'SVA': -1.626953125}"
Bradley has worried these man.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.5625, 'PREP': -2.78125, 'DET': 11.15625, 'SVA': -1.638671875}"
Patrick hasn't lifted this out in the open cactus.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 7.25, 'PREP': -2.32421875, 'DET': -5.26953125, 'SVA': -3.328125}"
Every organization that hadn't appreciated malls aren't confusing some dancers.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.240234375, 'PREP': -3.14453125, 'DET': -1.7373046875, 'SVA': 9.40625}"
Colleen has known that pedestrian.,G,determiner_noun_agreement_1,G,"{'G': 7.16015625, 'PREP': -2.546875, 'DET': -4.890625, 'SVA': -3.1484375}"
Sally was saying Bradley hadn't seen himself.,G,principle_A_domain_2,G,"{'G': 7.23828125, 'PREP': -2.349609375, 'DET': -5.3359375, 'SVA': -3.208984375}"
Many waitresses who alarmed a company wasn't replying.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.154296875, 'PREP': -3.13671875, 'DET': -1.8505859375, 'SVA': 9.3671875}"
Even Michael clearly broke a fork.,G,npi_present_1,G,"{'G': 7.2109375, 'PREP': -2.439453125, 'DET': -5.16015625, 'SVA': -3.1796875}"
It is in the Central Exhibition Hall and it is free for students.,G,Preposition_Replacing,PREP,"{'G': 2.205078125, 'PREP': 5.171875, 'DET': -6.71484375, 'SVA': -5.6953125}"
Richard isn't talking to these man.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.548828125, 'PREP': -2.84375, 'DET': 11.1875, 'SVA': -1.59765625}"
The alumnus investigate Elizabeth.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.32421875, 'PREP': -3.171875, 'DET': -1.548828125, 'SVA': 9.4375}"
That government that wasn't upsetting many organizations do change.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.302734375, 'PREP': -3.044921875, 'DET': -1.7666015625, 'SVA': 9.3828125}"
The library have helped Tara.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.337890625, 'PREP': -3.140625, 'DET': -1.5771484375, 'SVA': 9.4375}"
I do not think I have enough time to prepare some things to travel before of July.,PREP,Preposition_Unnecessary,PREP,"{'G': 0.6162109375, 'PREP': 5.65625, 'DET': -5.17578125, 'SVA': -4.94140625}"
"First of all, I think that technology has been one of the most important inventions in human history and that without it we couldn't be where we are right now.",G,Preposition_Replacing,PREP,"{'G': 2.23046875, 'PREP': 5.1640625, 'DET': -6.72265625, 'SVA': -5.73046875}"
Many libraries appreciate these crisis.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.583984375, 'PREP': -2.81640625, 'DET': 11.203125, 'SVA': -1.626953125}"
There were threatening to be more than three muffins scaring Stacy.,G,existential_there_subject_raising,G,"{'G': 7.2421875, 'PREP': -2.2265625, 'DET': -5.546875, 'SVA': -3.263671875}"
Rebecca's brothers aren't scared.,G,passive_2,G,"{'G': 7.1875, 'PREP': -2.5, 'DET': -5.171875, 'SVA': -3.0}"
Diana could imagine Gregory returns to himself.,G,principle_A_domain_3,G,"{'G': 7.22265625, 'PREP': -2.41796875, 'DET': -5.24609375, 'SVA': -3.140625}"
Kayla was sneezing.,G,intransitive,G,"{'G': 7.171875, 'PREP': -2.50390625, 'DET': -5.2734375, 'SVA': -2.90625}"
Becca isn't bringing these old shirt.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.720703125, 'PREP': -2.650390625, 'DET': 11.1953125, 'SVA': -1.623046875}"
Most girls aren't researching this popular committees.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.376953125, 'PREP': -2.759765625, 'DET': 11.09375, 'SVA': -1.9326171875}"
Many dancers weren't breaking several planes and Jill's handyman isn't breaking a few orange planes.,G,ellipsis_n_bar_2,G,"{'G': 7.25, 'PREP': -2.26953125, 'DET': -5.5390625, 'SVA': -3.205078125}"
Cindy hires that men.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.75, 'PREP': -2.54296875, 'DET': 11.1796875, 'SVA': -1.755859375}"
Kevin has watched those person.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.68359375, 'PREP': -2.681640625, 'DET': 11.15625, 'SVA': -1.6123046875}"
Michael hasn't fixed these green glass.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.658203125, 'PREP': -2.70703125, 'DET': 11.1953125, 'SVA': -1.638671875}"
"About the information, I would like to travel on July because it's only the month when I have a vacation.",PREP,Preposition_Replacing,PREP,"{'G': -0.2335205078125, 'PREP': 5.38671875, 'DET': -3.240234375, 'SVA': -4.79296875}"
Suzanne said that all patients praised her.,G,principle_A_domain_1,G,"{'G': 7.21484375, 'PREP': -2.40625, 'DET': -5.2890625, 'SVA': -3.12109375}"
For four years at university I never had any savings.,G,Preposition_Missing,G,"{'G': 4.1796875, 'PREP': 2.26171875, 'DET': -6.5625, 'SVA': -4.48828125}"
Winston Churchill would research these paralysis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.5, 'PREP': -2.759765625, 'DET': 11.125, 'SVA': -1.767578125}"
Angela were talking to those adults.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.8564453125, 'PREP': -3.158203125, 'DET': -2.212890625, 'SVA': 9.2578125}"
I would prefer to stay in a tent to staying in a cabin. Because it is something I feel more familiar with. I used to go camping with my family every summer.,G,Preposition_Missing,PREP,"{'G': 1.72265625, 'PREP': 5.515625, 'DET': -6.34765625, 'SVA': -5.6796875}"
Many women aren't selling three big peppers and some guests aren't selling fewer.,G,ellipsis_n_bar_1,G,"{'G': 7.25390625, 'PREP': -2.275390625, 'DET': -5.41796875, 'SVA': -3.287109375}"
Keith lift planes.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.310546875, 'PREP': -3.126953125, 'DET': -1.62890625, 'SVA': 9.4140625}"
A driver revealed these school.,DET,determiner_noun_agreement_1,DET,"{'G': -2.6953125, 'PREP': -2.662109375, 'DET': 11.15625, 'SVA': -1.6416015625}"
What has Regina boycotted before finding every glacier?,G,adjunct_island,G,"{'G': 7.25, 'PREP': -2.26171875, 'DET': -5.40234375, 'SVA': -3.337890625}"
That movie theater bores those waiters.,G,determiner_noun_agreement_2,G,"{'G': 7.1328125, 'PREP': -2.5859375, 'DET': -5.25, 'SVA': -2.740234375}"
These associations shouldn't prefer it to be not so nice that this person could bike to the libraries.,G,expletive_it_object_raising,G,"{'G': 7.2578125, 'PREP': -2.146484375, 'DET': -5.6953125, 'SVA': -3.279296875}"
Another problem - we were very hungry that evening because the show was delayed for 45 minutes!,G,Preposition_Missing,G,"{'G': 4.32421875, 'PREP': 2.16796875, 'DET': -6.55859375, 'SVA': -4.578125}"
All friends of Joseph who are firing Michael had not ever drunk.,G,sentential_negation_npi_scope,G,"{'G': 7.20703125, 'PREP': -2.326171875, 'DET': -5.58984375, 'SVA': -3.0078125}"
The documentaries can aggravate that busy actors.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.62109375, 'PREP': -2.51171875, 'DET': 11.0625, 'SVA': -1.8759765625}"
"In spite of such difficulties, she always has a pretty, charming smile to us.",PREP,Preposition_Replacing,PREP,"{'G': 1.9384765625, 'PREP': 5.40234375, 'DET': -6.59765625, 'SVA': -5.6875}"
The alumnus weren't touring college campuses.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.25390625, 'PREP': -3.16015625, 'DET': -1.6982421875, 'SVA': 9.40625}"
These people might talk about that serious waitresses.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.634765625, 'PREP': -2.720703125, 'DET': 11.21875, 'SVA': -1.662109375}"
The brochures about literature are impressing Ellen.,G,distractor_agreement_relational_noun,G,"{'G': 7.1015625, 'PREP': -2.59375, 'DET': -5.2109375, 'SVA': -2.71484375}"
Many committees respects Eva.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.08203125, 'PREP': -3.12890625, 'DET': -1.9560546875, 'SVA': 9.34375}"
Russell wasn't criticizing these young doctor.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.619140625, 'PREP': -2.783203125, 'DET': 11.203125, 'SVA': -1.591796875}"
Many doctors who did notice Michelle bakes.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.01171875, 'PREP': -3.12109375, 'DET': -2.07421875, 'SVA': 9.3046875}"
"For me, I don't have rules at home - I just don't make trouble to my family. That's all.",PREP,Preposition_Replacing,PREP,"{'G': 2.158203125, 'PREP': 5.2421875, 'DET': -6.7109375, 'SVA': -5.7265625}"
The photograph looks like Benjamin.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 7.16796875, 'PREP': -2.513671875, 'DET': -5.2421875, 'SVA': -2.919921875}"
The women help Kimberley.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.93359375, 'PREP': -2.76953125, 'DET': -5.234375, 'SVA': -2.15625}"
Cindy had taken those ox.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.556640625, 'PREP': -2.7265625, 'DET': 11.1484375, 'SVA': -1.7216796875}"
Dan wasn't researching those popular cafe.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.64453125, 'PREP': -2.71875, 'DET': 11.1875, 'SVA': -1.634765625}"
These actors weren't biking to these red oases.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 7.19921875, 'PREP': -2.466796875, 'DET': -5.06640625, 'SVA': -3.181640625}"
Sally hasn't complained about this woman.,G,determiner_noun_agreement_irregular_1,G,"{'G': 7.234375, 'PREP': -2.380859375, 'DET': -5.23046875, 'SVA': -3.24609375}"
The actress climb up every hill.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.318359375, 'PREP': -3.134765625, 'DET': -1.630859375, 'SVA': 9.4296875}"
Larry hadn't found those men.,G,determiner_noun_agreement_irregular_1,G,"{'G': 7.2109375, 'PREP': -2.4375, 'DET': -5.08203125, 'SVA': -3.24609375}"
The oases astound Grace.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.84765625, 'PREP': -2.84375, 'DET': -5.07421875, 'SVA': -2.005859375}"
The drivers watch these nice dancers.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 7.12109375, 'PREP': -2.611328125, 'DET': -4.953125, 'SVA': -2.9140625}"
On the other hand the facilities for access to the shopping center are not good.,G,Preposition_Replacing,G,"{'G': 3.724609375, 'PREP': 3.1484375, 'DET': -6.70703125, 'SVA': -5.0390625}"
"I attended your show one evening, during my stay in London.",G,Preposition_Unnecessary,G,"{'G': 4.30859375, 'PREP': 2.134765625, 'DET': -6.51953125, 'SVA': -4.55859375}"
Harvard University has worked with that important drivers.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.564453125, 'PREP': -2.400390625, 'DET': 10.984375, 'SVA': -2.0625}"
Heather criticizes this upset teachers.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.615234375, 'PREP': -2.5625, 'DET': 11.125, 'SVA': -1.884765625}"
Lucille wasn't kissing that teenager.,G,determiner_noun_agreement_1,G,"{'G': 7.1953125, 'PREP': -2.486328125, 'DET': -5.046875, 'SVA': -3.1640625}"
The sweater bothered this important association.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 7.1015625, 'PREP': -2.625, 'DET': -4.9296875, 'SVA': -2.89453125}"
These women might hug that boy.,G,determiner_noun_agreement_2,G,"{'G': 7.1484375, 'PREP': -2.552734375, 'DET': -4.7421875, 'SVA': -3.236328125}"
It's himself that a person has approached.,G,principle_A_reconstruction,G,"{'G': 7.203125, 'PREP': -2.072265625, 'DET': -5.86328125, 'SVA': -3.18359375}"
Most ladies confuses that person.,G,determiner_noun_agreement_irregular_1,SVA,"{'G': 0.076904296875, 'PREP': -3.162109375, 'DET': -4.0625, 'SVA': 7.95703125}"
Many mouths stunned this nice people.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.482421875, 'PREP': -2.73046875, 'DET': 11.140625, 'SVA': -1.8544921875}"
Some banks annoy these doctor.,DET,determiner_noun_agreement_1,DET,"{'G': -2.560546875, 'PREP': -2.892578125, 'DET': 11.203125, 'SVA': -1.541015625}"
These plays sound like this analyses.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.517578125, 'PREP': -2.5859375, 'DET': 11.09375, 'SVA': -1.9619140625}"
Every doctor who talked to some people don't press those senators to tour some art gallery.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.990234375, 'PREP': -3.19140625, 'DET': -2.017578125, 'SVA': 9.328125}"
Amy should bore that women.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.53125, 'PREP': -2.640625, 'DET': 11.09375, 'SVA': -1.892578125}"
There are sure to be some brothers of Walter breaking plates.,G,existential_there_subject_raising,G,"{'G': 7.2421875, 'PREP': -2.140625, 'DET': -5.796875, 'SVA': -3.19921875}"
The sister of all teenagers don't lift a lot of skirts.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.259765625, 'PREP': -3.1171875, 'DET': -1.751953125, 'SVA': 9.3984375}"
That student that would care for all adults aren't murmuring.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.291015625, 'PREP': -3.115234375, 'DET': -1.6982421875, 'SVA': 9.4140625}"
Carolyn exits that mall.,G,transitive,G,"{'G': 7.0859375, 'PREP': -2.697265625, 'DET': -4.80859375, 'SVA': -2.84765625}"
Paula was listening to those driver.,DET,determiner_noun_agreement_1,DET,"{'G': -2.53125, 'PREP': -2.84375, 'DET': 11.171875, 'SVA': -1.6064453125}"
This girl that returned to the students haven't hunted.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.2734375, 'PREP': -3.1015625, 'DET': -1.7490234375, 'SVA': 9.3984375}"
Benjamin sells this coats.,DET,determiner_noun_agreement_2,DET,"{'G': -2.77734375, 'PREP': -2.41015625, 'DET': 11.109375, 'SVA': -1.86328125}"
Mitchell drops by that clean restaurant.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 7.19921875, 'PREP': -2.484375, 'DET': -5.08984375, 'SVA': -3.123046875}"
Larry wouldn't praise these pamphlets.,G,determiner_noun_agreement_2,G,"{'G': 7.203125, 'PREP': -2.46875, 'DET': -5.0703125, 'SVA': -3.1875}"
Some legislature had at most three hamsters.,G,superlative_quantifiers_2,G,"{'G': 7.24609375, 'PREP': -2.173828125, 'DET': -5.703125, 'SVA': -3.20703125}"
These cashiers aren't concealing themselves.,G,anaphor_number_agreement,G,"{'G': 7.21875, 'PREP': -2.400390625, 'DET': -5.33984375, 'SVA': -3.08984375}"
This drawing looks like that ill man.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 7.21484375, 'PREP': -2.384765625, 'DET': -5.2890625, 'SVA': -3.169921875}"
"Finally, I wanted to buy something to drink, but the restaurant was closed because it was a bank holiday!",G,Preposition_Unnecessary,G,"{'G': 4.67578125, 'PREP': 1.6982421875, 'DET': -6.578125, 'SVA': -4.359375}"
No story sounds like fewer than four public parks.,G,superlative_quantifiers_1,G,"{'G': 7.22265625, 'PREP': -2.12890625, 'DET': -5.77734375, 'SVA': -3.203125}"
Most boys appreciate that library.,G,determiner_noun_agreement_2,G,"{'G': 7.109375, 'PREP': -2.646484375, 'DET': -4.90625, 'SVA': -2.890625}"
Patricia had bothered that good committee.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 7.17578125, 'PREP': -2.525390625, 'DET': -5.03125, 'SVA': -3.05859375}"
The pasta disgusted this ladies.,DET,determiner_noun_agreement_2,DET,"{'G': -2.521484375, 'PREP': -2.63671875, 'DET': 11.109375, 'SVA': -1.900390625}"
The person aren't concealing Rebecca.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.287109375, 'PREP': -3.177734375, 'DET': -1.6181640625, 'SVA': 9.4296875}"
Most waitresses shock that men.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.560546875, 'PREP': -2.73046875, 'DET': 11.1328125, 'SVA': -1.7236328125}"
Swimming is not my favourite sport but I prefer swimming to golf or tennis.,G,Preposition_Replacing,PREP,"{'G': 2.21875, 'PREP': 5.15625, 'DET': -6.65625, 'SVA': -5.734375}"
Most waitresses don't observe these exposed alumnus.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.498046875, 'PREP': -2.87109375, 'DET': 11.2265625, 'SVA': -1.673828125}"
These waitresses were firing those actress.,DET,determiner_noun_agreement_2,DET,"{'G': -2.423828125, 'PREP': -2.875, 'DET': 11.125, 'SVA': -1.7001953125}"
