text,labels,UID,O_RoBERTa_preds,O_RoBERTa_probs
"Secondly, I am very keen at sports.",PREP,Preposition_Replacing,G,"{'G': 4.7734375, 'PREP': 1.658203125, 'DET': -6.61328125, 'SVA': -4.36328125}"
As I was a volunteer I did not have to pay to watch at the concert and after it I spent the rest of the night with the members of the group.,PREP,Preposition_Unnecessary,G,"{'G': 4.9375, 'PREP': 1.419921875, 'DET': -6.59375, 'SVA': -4.30078125}"
"Unfortunately, it was closed because at that day was their day - off.",PREP,Preposition_Unnecessary,G,"{'G': 4.37109375, 'PREP': 2.130859375, 'DET': -6.56640625, 'SVA': -4.56640625}"
Most of students in our class are studying Fashion full - time.,PREP,Preposition_Unnecessary,G,"{'G': 5.12109375, 'PREP': 1.25390625, 'DET': -6.63671875, 'SVA': -4.2109375}"
We were mainly working for all the lights at this great concert.,PREP,Preposition_Replacing,G,"{'G': 4.5859375, 'PREP': 1.845703125, 'DET': -6.56640625, 'SVA': -4.4609375}"
"Now we can buy everything via the Internet, we can see what's happening in Wall Street, we can send mail in an easier way, by e - mail, and many people have started to work at home with their computers.",PREP,Preposition_Replacing,G,"{'G': 3.861328125, 'PREP': 2.978515625, 'DET': -6.69140625, 'SVA': -4.95703125}"
I am writing with reference to your letter concerning the organization of an international student conference in Wimbledon Art College.,PREP,Preposition_Replacing,G,"{'G': 5.65234375, 'PREP': 0.77197265625, 'DET': -6.80859375, 'SVA': -4.19921875}"
"There, Jacob approaches to him slowly and tells him.",PREP,Preposition_Unnecessary,G,"{'G': 4.17578125, 'PREP': 2.47265625, 'DET': -6.63671875, 'SVA': -4.7421875}"
"I mean, all those flashing lights, their changing colours, I believe they helped a lot.",PREP,Preposition_Missing,G,"{'G': 5.15625, 'PREP': 1.296875, 'DET': -6.7265625, 'SVA': -4.3359375}"
And I'd like to know about what kind of clothes to take and how much money to take too.,PREP,Preposition_Unnecessary,G,"{'G': 5.3203125, 'PREP': 1.19921875, 'DET': -6.76171875, 'SVA': -4.4375}"
I would like to travel in July because I am going to finish college at the end of June and I will work the first of August.,PREP,Preposition_Missing,G,"{'G': 5.6484375, 'PREP': 0.5771484375, 'DET': -6.62890625, 'SVA': -4.0859375}"
The other reason I mentioned earlier is because of a request from the whole class.,PREP,Preposition_Unnecessary,G,"{'G': 4.828125, 'PREP': 1.5673828125, 'DET': -6.60546875, 'SVA': -4.328125}"
"My golf teacher is my father and I've only played in a practising centre, but my father and his friends say I have good talent of golf.",PREP,Preposition_Replacing,G,"{'G': 4.7421875, 'PREP': 1.64453125, 'DET': -6.57421875, 'SVA': -4.328125}"
"However, this party she came to she was responsible for preparing food.",PREP,Preposition_Missing,G,"{'G': 4.203125, 'PREP': 2.208984375, 'DET': -6.4765625, 'SVA': -4.5390625}"
I think we should have a little bit respect for famous people and leave them some time for their private lives.,PREP,Preposition_Missing,G,"{'G': 4.65234375, 'PREP': 1.7177734375, 'DET': -6.60546875, 'SVA': -4.34375}"
"I think television is a good invention for children, when they have free time. While they are watching television, we don't have to look after them if we have something important to do.",PREP,Preposition_Missing,G,"{'G': 4.7578125, 'PREP': 1.640625, 'DET': -6.59375, 'SVA': -4.359375}"
Due to all this trouble I think we should have our money back.,PREP,Preposition_Replacing,G,"{'G': 4.55078125, 'PREP': 1.837890625, 'DET': -6.54296875, 'SVA': -4.421875}"
"The main problem I had was the actor, because he wasn't Danny Brook.",PREP,Preposition_Missing,G,"{'G': 5.00390625, 'PREP': 1.4111328125, 'DET': -6.6953125, 'SVA': -4.2890625}"
One of them is the area of fashion.,PREP,Preposition_Missing,G,"{'G': 6.5703125, 'PREP': -0.88232421875, 'DET': -6.64453125, 'SVA': -3.353515625}"
Pat kept this a secret for two months but one day revealed it by accident to a boy from her class.,PREP,Preposition_Replacing,G,"{'G': 4.9375, 'PREP': 1.552734375, 'DET': -6.62890625, 'SVA': -4.46875}"
I wondered why I made the mistake inviting Pat.,PREP,Preposition_Missing,G,"{'G': 6.41015625, 'PREP': -0.368896484375, 'DET': -6.58203125, 'SVA': -3.892578125}"
"I would like to answer your questions. Please note that I can travel only in July because only then can I take holidays from my work, after the busy time in the months May and June.",PREP,Preposition_Missing,G,"{'G': 4.9921875, 'PREP': 1.30859375, 'DET': -6.59765625, 'SVA': -4.171875}"
How are you? I'm doing great after my experience with helping at a pop concert.,PREP,Preposition_Unnecessary,G,"{'G': 4.55859375, 'PREP': 1.8193359375, 'DET': -6.52734375, 'SVA': -4.41796875}"
I'm looking forward to joining you in July and hoping for this trip is an amazing experience.,PREP,Preposition_Replacing,G,"{'G': 6.03515625, 'PREP': 0.274658203125, 'DET': -6.6796875, 'SVA': -4.19921875}"
I helped a pop concert as a volunteer.,PREP,Preposition_Missing,G,"{'G': 4.23046875, 'PREP': 2.359375, 'DET': -6.65625, 'SVA': -4.59375}"
"It was a pity that I had no chance to learn how the sound system works, which I was mostly interested.",PREP,Preposition_Missing,G,"{'G': 5.5625, 'PREP': 0.95751953125, 'DET': -6.81640625, 'SVA': -4.359375}"
Your letter encloses an application form I have to fill in with some information for the trip.,PREP,Preposition_Replacing,G,"{'G': 5.02734375, 'PREP': 1.4130859375, 'DET': -6.66015625, 'SVA': -4.36328125}"
"I am writing, on behalf of all my English class, to thank you for the opportunity you are giving us to spend three days in London, but also to suggest some modifications in the programme.",PREP,Preposition_Replacing,G,"{'G': 4.38671875, 'PREP': 2.03515625, 'DET': -6.52734375, 'SVA': -4.4609375}"
Because I'm very good with tennis.,PREP,Preposition_Replacing,G,"{'G': 5.39453125, 'PREP': 1.08984375, 'DET': -6.796875, 'SVA': -4.296875}"
These things provide me every convenience.,PREP,Preposition_Missing,G,"{'G': 3.193359375, 'PREP': 1.4345703125, 'DET': -4.78515625, 'SVA': -2.85546875}"
"To sum up, there is no perfect job, and being famous involves a lot money, but also a lot of journalists following your private life.",PREP,Preposition_Missing,G,"{'G': 5.1875, 'PREP': 1.33203125, 'DET': -6.77734375, 'SVA': -4.328125}"
I used to go to camping.,PREP,Preposition_Unnecessary,G,"{'G': 5.421875, 'PREP': 0.85302734375, 'DET': -6.59375, 'SVA': -4.1328125}"
I have just received your letter and I am really looking forward to going to this trip.,PREP,Preposition_Replacing,G,"{'G': 6.29296875, 'PREP': 0.01421356201171875, 'DET': -6.67578125, 'SVA': -4.19140625}"
"It is a good start to go on a sightseeing bus on Monday morning, we can see all the famous buildings in a few hours.",PREP,Preposition_Missing,G,"{'G': 4.8046875, 'PREP': 1.607421875, 'DET': -6.6328125, 'SVA': -4.3671875}"
"To complete my sadness, the main actor was replaced by another one who I'd never heard anything from, and did not have the same talent that the one shown on the advertisement has.",PREP,Preposition_Replacing,G,"{'G': 5.0234375, 'PREP': 1.4248046875, 'DET': -6.72265625, 'SVA': -4.31640625}"
"Sally, although she knew it, seemed very surprised!",PREP,Preposition_Missing,G,"{'G': 6.3359375, 'PREP': -0.0875244140625, 'DET': -6.7890625, 'SVA': -4.04296875}"
"Also, I had to come back at home on time. It was very important for my parents.",PREP,Preposition_Unnecessary,G,"{'G': 4.578125, 'PREP': 1.8427734375, 'DET': -6.5859375, 'SVA': -4.44140625}"
"First of all, I would like to travel in July because I have a lot of work to do and my parents wish to see me in this month, so if it is possible to arrange the dates that would be very nice.",PREP,Preposition_Unnecessary,G,"{'G': 5.859375, 'PREP': 0.5517578125, 'DET': -6.76171875, 'SVA': -4.24609375}"
I had the pleasure listening to your variety of concerts.,PREP,Preposition_Missing,G,"{'G': 6.23046875, 'PREP': 0.017120361328125, 'DET': -6.6484375, 'SVA': -4.125}"
Although Pat is very smart and intelligent.,PREP,Preposition_Unnecessary,G,"{'G': 4.7109375, 'PREP': 1.685546875, 'DET': -6.55859375, 'SVA': -4.33984375}"
"First, I am very disappointed with the star.",PREP,Preposition_Replacing,G,"{'G': 5.5703125, 'PREP': 0.87646484375, 'DET': -6.8125, 'SVA': -4.2265625}"
I am very glad to hear that I have won the prize and thank you very much about that.,PREP,Preposition_Replacing,G,"{'G': 5.76953125, 'PREP': 0.73046875, 'DET': -6.84765625, 'SVA': -4.296875}"
"We think that perhaps in Tuesday March 14 we could change the time when we go to the Science Museum, and go to the Museum earlier, perhaps at half past eight in the morning, so we could go later, at ten o'clock, to the show, and we could also delay going shopping on that afternoon, because the show lasts till seven o'clock in the evening.",PREP,Preposition_Replacing,G,"{'G': 4.265625, 'PREP': 2.31640625, 'DET': -6.58203125, 'SVA': -4.671875}"
"To be honest, the only suitable time for me to travel is in July because my session at the University will have finished only in the end of June.",PREP,Preposition_Replacing,G,"{'G': 5.64453125, 'PREP': 0.78759765625, 'DET': -6.74609375, 'SVA': -4.28125}"
"At Sunday night, when my parents arrived, they asked her if I had stayed at home on Saturday. My sister stayed silent for a minute and then started laughing ; so my parents, with her laugh, knew that I had gone out that Saturday ; and punished me for a year.",PREP,Preposition_Replacing,G,"{'G': 5.390625, 'PREP': 1.0693359375, 'DET': -6.6953125, 'SVA': -4.3515625}"
I am glad that you offer accommodation not only in tents but also log cabins.,PREP,Preposition_Missing,G,"{'G': 4.5625, 'PREP': 1.802734375, 'DET': -6.5078125, 'SVA': -4.40625}"
"Needless to say, that we must turn our attention to these fields.",PREP,Preposition_Unnecessary,G,"{'G': 5.3828125, 'PREP': 1.1171875, 'DET': -6.7421875, 'SVA': -4.38671875}"
"Based on a very simple story, the story of an old man fishing, it is a deep reflection about age.",PREP,Preposition_Replacing,G,"{'G': 4.578125, 'PREP': 1.85546875, 'DET': -6.6328125, 'SVA': -4.375}"
"You have to be much smarter than your student, and you also need to prepare for lessons, for it is your responsibility to provide your student with the right information.",PREP,Preposition_Replacing,G,"{'G': 4.19921875, 'PREP': 2.4375, 'DET': -6.61328125, 'SVA': -4.72265625}"
I work at a bank and I work all day with computers.,PREP,Preposition_Replacing,G,"{'G': 4.9765625, 'PREP': 1.341796875, 'DET': -6.58984375, 'SVA': -4.2109375}"
"For all these reasons, I would like, dear Sir or Madam, that you to give me my money back.",PREP,Preposition_Unnecessary,G,"{'G': 4.78125, 'PREP': 1.5830078125, 'DET': -6.58203125, 'SVA': -4.3046875}"
You ought to know that it is possible to me to go there only in July because I'm going to work the whole of August.,PREP,Preposition_Replacing,G,"{'G': 6.08203125, 'PREP': 0.217529296875, 'DET': -6.6796875, 'SVA': -4.2109375}"
"Due to my business, I am very busy and this is the best time for my business so I can't organise any time to go on holiday, but I'd be able to travel at anytime in July. I would prefer to stay in a tent as I feel that it would be more exciting than staying in a log cabin.",PREP,Preposition_Replacing,G,"{'G': 4.9453125, 'PREP': 1.408203125, 'DET': -6.58203125, 'SVA': -4.3046875}"
"Although I'm not the best, I have a lot of confidence in it.",PREP,Preposition_Replacing,G,"{'G': 3.55078125, 'PREP': 3.41015625, 'DET': -6.71875, 'SVA': -5.140625}"
"That evening was terrible for me and for my friends, so I'm not satisfied about your information and I ask for some money back.",PREP,Preposition_Replacing,G,"{'G': 4.5234375, 'PREP': 1.9072265625, 'DET': -6.52734375, 'SVA': -4.484375}"
How wonderful life is after the invention of electric light.,PREP,Preposition_Replacing,G,"{'G': 4.3984375, 'PREP': 2.08203125, 'DET': -6.6796875, 'SVA': -4.4609375}"
"I went with two friends on the 21st August, and one of the reasons was that we are big fans of Danny Brook and we were looking forward to seeing his show.",PREP,Preposition_Missing,G,"{'G': 5.87109375, 'PREP': 0.5478515625, 'DET': -6.78515625, 'SVA': -4.234375}"
